4|società, civilizzazione, cultura
41D211(EVENING DRESS)|vestito, abito lungo: abito da sera
41D211(MANTEAU)|vestito, abito lungo: manteau
41D211(MORNING DRESS)|vestito, abito lungo: morning dress
41D211(REDINGOTE)|vestito, abito lungo: redingote
41D211(ROBE VOLANTE)|vestito, abito lungo: robe volante
41D211(ROBE À L'ANGLAISE)|vestito, abito lungo: robe à l'anglaise
41D211(ROBE À LA CIRCASSIENNE)|vestito, abito lungo: robe à la circassienne
41D211(ROBE À LA FRANÇAISE)|vestito, abito lungo: robe à la française
41D211(ROBE À LA LÉVITE)|vestito, abito lungo: robe à la lévite
41D211(ROBE À LA POLONAISE)|vestito, abito lungo: robe à la polonaise
41D211(WALKING DRESS)|vestito, abito lungo: walking dress 
41D212|capotto, mantello
41D2121|mantello
41D2121(...)|mantello (col NOME)
41D2121(BOLERO)|mantello: bolero
41D2121(CARACO)|mantello: caraco
41D2121(OVERCOAT)|mantello: soprabito
41D21211|vestaglia
41D21211(...)|vestaglia (col NOME)
41D21211(BANYAN)|vestaglia: banyan
41D2122|capotto
41D2122(...)|capotto (col NOME)
41D2122(MANTELET)|capotto: mantelet
41D213|insieme da diversi pezzi di abbigliamento
41D213(...)|
41D213(SAILOR SUIT)|insieme da diversi pezzi di abbigliamento: vestito da marinaio
41D22|copricapi e abbigliamento per la parte superiore del corpo
41D221|copricapo
41D221(...)|copricapo (col NOME)
41D221(BERET)|copricapo: berretto
41D221(BICORNE)|copricapo: bicorno, feluca
41D221(BOATER)|copricapo: paglietta
41D221(BOWLER)|copricapo: bombetta
41D221(CAP)|copricapo: berretto
41D221(CLOCHE HAT)|copricapo: cloche
41D221(FONTANGE)|copricapo: fontange
41D221(HAT)|copricapo: cappello
41D221(HOOD)|copricapo: capuccio
41D221(MORNING CAP)|copricapo: bonnet du matin
41D221(TOP HAT)|copricapo: cilindro
41D221(TOQUE)|copricapo: toque
41D221(TRICORNE)|copricapo: tricorno
41D221(TURBAN)|copricapo: turbante
41D2211|velo
41D2212|berretto frigio
41D222|gorgiera, parte o capo di abbigliamento per il collo
41D222(...)|gorgiera, parte o capo di abbigliamento per il collo (col NOME)
41D222(COLLAR)|gorgiera, parte o capo di abbigliamento per il collo: collare
41D222(JABOT)|gorgiera, parte o capo di abbigliamento per il collo: jabot
41D223|abbigliamento per la parte superiore del corpo
41D223(...)|abbigliamento per la parte superiore del corpo (col NOME)
41D223(BLOUSE)|abbigliamento per la parte superiore del corpo: blusa
41D2231|parte o capo di abbigliamento che copre il petto o il décolleté
41D2231(...)|parte o capo di abbigliamento che copre il petto o il décolleté (col NOME)
41D224|maniche
41D225|guanti, manopolo, mezzi guanti, etc.
41D225(...)|guanti, manopolo, mezzi guanti, etc. (col NOME)
41D2251|'manus velatae' (mani coperte da un panno)
41D2252|manicotto
41D23|abbigliamento per la parte inferiore del corpo
41D231|pantaloni
41D231(...)|pantaloni (col NOME)
41D2311|braghetta (copertura per i genitali)
41D232|gonna
41D232(...)|gonna (col NOME)
41D2321|grembiale
41D233|parte o capo di abbigliamento per gambe e piede
41D2331|calze, calzini
41D2332|scarpe, sandali
41D23321|stivali
41D23322|pantofole
41D2333|calzature di legno, zoccoli
41D2334|piedi calzati in modo ineguale
41D23341|scarpa e pantofola (piedi calzati in modo ineguale)
41D23342|un piede calzato, l'altro scalzo
41D2335|accessori ~ scarpe, p.es.: soletta, corno da scarpa, lucido da scarpe
41D2339|piedi scalzi
41D24|abiti per occasioni particolari
41D241|abiti per occasioni ufficiali
41D2411|attributi da dignitario
41D242|abiti da ricevimento, da festa
41D2421|mascherata, ballo in maschera
41D2422|festa in abito da ricevimento
41D2423|costume storico
41D24231|costumi da parata
41D243|abiti professionali o da lavoro
41D244|costume di fantasia
41D249|abiti per statue, per figure scolpite
41D25|biancheria intima e abbigliamento da notte
41D251|biancheria intima
41D2511|biancheria intima per l'intero corpo
41D2511(...)|biancheria intima per l'intero corpo (col NOME)
41D2512|biancheria intima per la parte superiore del corpo
41D2512(...)|biancheria intima per la parte superiore del corpo (col NOME)
41D2512(CORSET)|biancheria intima per la parte superiore del corpo: corsetto
41D2513|biancheria intima per la parte inferiore del corpo
41D2513(...)|biancheria intima per la parte inferiore del corpo (col NOME)
41D2513(BLOOMERS)|biancheria intima per la parte inferiore del corpo: bloomers, mutandoni
41D2513(CORSET)|biancheria intima per la parte inferiore del corpo: corsetto
41D252|abbigliamento da notte
41D252(...)|abbigliamento da notte (col NOME)
41D252(NIGHT-CAP)|abbigliamento da notte: berretto
41D252(NIGHT-GOWN)|vestiti da notte: camicia danotte
41D253|imbottiture
41D253(...)|imbottiture (col NOME)
41D26|accessori (~ abbigliamento)
41D26(...)|altri accessori per abbigliamento (col NOME)
41D261|fazzoletto
41D262|ventaglio
41D2621|linguaggio del ventaglio
41D263|bastone, bastone da passeggio
41D2631|ombrello
41D2632|parasole
41D264|chiusure per abiti
41D2641|spillo
41D26411|fibula, fermaglio, spilla di sicurezza
41D2642|bottone
41D26421|bottoncino (da camicia), gemelli da polsino
41D2643|gancio e occhiello; automatico
41D2644|fibbia
41D26441|chiusura lampo
41D2645|bretelle
41D2646|cerniera lampo
41D265|decorazioni nell'abbigliamento
41D2651|ricamo (decorazioni nell'abbigliamento)
41D26511|ricamo a filo d'oro (decorazioni nell'abbigliamento)
41D26512|ricamo con perline (decorazioni nell'abbigliamento)
41D2652|merletto (decorazioni nell'abbigliamento)
41D2653|bordo, nastro, fettuccia (decorazioni nell'abbigliamento)
41D2654|fiocco (decorazioni nell'abbigliamento)
41D2655|mazzolino di fiori per decorazione da corpetto
41D2656|cinta, cintura (decorazioni nell'abbigliamento)
41D2657|tracolla, bandoliera (decorazioni nell'abbigliamento)
41D266|ornamenti, gioielli
41D2661|collana
41D26611|perla, collana di perle
41D26612|pendente, ciondolo, 'breloque'
41D2662|braccialo
41D26621|cavigliera
41D2663|orecchino
41D2664|anello
41D2665|spilla, fermaglio
41D2666|diadema
41D2668|cofanetto per gioielli
41D267|borsellina, borsa per il denaro
41D268|borsa
41D268(...)|borsa (col NOME)
41D269|mascherina di seta o di velluto nero, 'loup', 'cachenez'
41D27|drappeggio, vesti drappegiate, 'Gewandgebung'
41D271|lembo o falda svolazzante, 'Pneumazipfel'
41D28|travestimento
41D281|donna vestita da uomo, parodia
41D282|uomo vestito da donna, parodia
41D283|maschera
41D29|vestito a brandelli
41D3|costume popolare, costume regionale
41D4|cura, lavaggio e stiratura degli abiti; cucire in casa
41D41|cura di abiti, p.es. spazzolare, battere, arieggiare
41D411|appendere abiti
41D4111|appendere abiti su un attaccapanni
41D4112|abito, abiti appesi su un palo
41D42|lavaggio
41D421|stendere il bucato ad asciugare
41D4211|ritirare il bucato
41D4212|distendere, disporre il bucato ad asciugare
41D422|candeggiare (lavaggio)
41D423|manganare
41D424|stirare
41D4241|ferro da stiro
41D4242|asse da stiro
41D425|passare a vapore (lavaggio)
41D426|pressare (lavaggio)
41D4261|mangano
41D427|accessori e strumenti ~ lavaggio o bucato, p.es. molletta da bucato, stenditoio, filo da bucato (vuoto)
41D428|parte interna o esterna di un edificio dove si (lava) fa il bucato
41D4281|lavatoio, lavanderia
41D4282|lavatoio pubblico, nave-lavatoio
41D43|tingere (abiti)
41D44|cucire in casa; riparare abiti
41D441|cucire
41D4411|ago ~ cucire
41D4412|cesto da cucito
41D4413|macchina da cucire
41D442|riparare ~ abiti
41D4421|rammendare, rappezzare
41D443|altre forme di lavori ad ago, p.es.: lavorare all'uncinetto, lavoro ai ferri, ricamo
41D9|(mostrarsi) svestiti, seminudi
41D91|uomo (che si mostra) svestito, seminudo
41D92|donna (che si mostra) svestita, seminuda
41D921|'décolleté'
41D93|venire mostrati svestiti
41D94|rimboccare gli abiti a qualcuno
41D99|vergognarsi di la nudità
41D991|tentare di coprire la nudità
41DD121|modella, indossatrice - DD - modello, indossatore
41E|natura morta di oggetti vari
41E1|natura morta di oggetti attinenti
41E2|'trompe' l'oeil'
42|famiglia, discendenza
42A|procreazione, nascita e primo periodo della vita
42A1|procreazione e gravidanza
42A11|concezione, fecondazione
42A12|donna incinta
42A121|feto
42A13|cura e comportamento della donna incinta
42A131|esenzione dal lavoro (di donna incinta)
42A132|nausea, capogiro (di donna incinta)
42A133|consumare cibi particolare (donna incinta)
42A134|donna incinta que si spaventa, la cosiddetta impressione materna (olandese: 'verzien')
42A1341|bambino con i segni dell'impressione materna
42A14|paternità
42A18|fertilità
42A19|sterilità; donna sterile
42A190|'Sterilità' (Ripa)
42A191|desiderio di avere bambini
42A192|metodi per indurre il concepimento e combattere la sterilità
42A193|controllo delle nascite
42A2|parto, nascita
42A21|sala parto
42A211|donna che partorisce (distesa)
42A2111|donna che partorisce (accovacciata)
42A2112|donna che partorisce (sulla sedia da parto)
42A2119|parto difficile e insolito
42A21191|uso di forcipe (parto difficile e insolito)
42A21192|parto cesareo (parto difficile e insolito)
42A21193|parto prematuro
42A21194|'nascere con la camicia'
42A212|il neonato/a
42A2121|inizio della respirazione, il primo vagito
42A2122|taglio del cordone ombelicale
42A2123|placenta
42A213|il nuovo nato mostrato al padre
42A214|prime cure del neonato
42A22|visita alla puerpera
42A221|annuncio della nascita
42A23|segni per indicare l'abitazione di una puerpera
42A24|levatrice, 'accoucheuse'
42A241|ostetrica/o, 'accoucheur'
42A25|balia asciutta
42A251|sedia a dondolo, da puerpera (olandese: 'bakermat')
42A252|neonato in fasce
42A2521|fasciare un neonato
42A26|gemelli
42A261|gemelli siamesi
42A27|parto triplo, quadruplo, quintuplo, ecc.
42A27(...)|parto triplo, quadruplo, quintuplo, ecc. (col NUMERO dei gemelli)
42A28|presunti luoghi dove si dice crescano i neonati
42A281|presunti portatori di neonati
42A2811|essere soprannaturale come portatore di neonati
42A2812|uomini come portatori di neonati
42A2813|animali come portatori di neonati
42A29|aborto
42A291|chi procura aborti
42A299|donna che partorisce un animale o un mostro (leggendario)
42A3|madre con il neonato, con il piccolo
42A30|maternità
42A31|tenere a balia, allattare
42A311|balia
42A312|bambino allattato da un animale
42A32|nutrire un neonato
42A33|lavare e cambiare un neonato
42A331|pannolino (~ lavare e cambiare un neonato)
42A34|fare il bagno al neonato
42A35|vestire il neonato
42A351|pettinare i capelli del neonato
42A36|madre che gioca con il piccolo (lo coccola, lo vezzeggia, canticchia)
42A361|cullare, dondolare il piccolo
42A362|cantare ninne-nanne
42A37|guardare un bambino che dorme
42A4|infante, neonato
42A41|mobilio per il periodo infantile
42A411|culla
42A412|seggiolone
42A413|box (~ mobilio per il periodo infantile)
42A42|carrozzina, passeggino
42A421|(altri) mezzi per trasportare bambini
42A4211|portare un bambino sulle spalle
42A4212|portare un bambino sul fianco, a cavalcioni
42A4213|portare un bambino sulla testa (in una culla o un cesto)
42A43|dentizione
42A431|il primo dente
42A432|dentaruolo
42A44|svezzare un bambino
42A441|tettarella (svezzare)
42A45|sonaglino (gioco di bambini)
42A46|prendersi cura di bambini
42A461|prendersi cura di bambini da parte dei genitori
42A462|baby-sitter
42A5|bambino/a (in casa)
42A50|'Pueritia' (Ripa)
42A51|bambino/a ai primi passi
42A511|imparare a camminare, i primi passi
42A5111|gattonare (bambino/a impara a camminare)
42A5112|strumenti per imparare a camminare, girello
42A5113|protezioni per il capo (~ imparare a camminare)
42A512|imparare a parlare
42A52|bimbo che gioca, che si diverte
42A53|cura e igiene dei bambini
42A54|cattive abitudini
42A541|mordersi le unghie
42A542|succhiare il pollice
42A55|sofferenze dell'infanzia
42A551|conforto alle sofferenze dell'infanzia
42A552|bambino/a che fugge
42A5521|ricerca e ritrovamento di un bambino/a fuggito
42A553|ritorno di un bambino fuggito
42A56|crescita
42A561|misurare il bambino
42A562|bambino che perde i denti da latte
42A57|compiti eseguiti da bambini
42A571|bambino che fa commissioni
42A58|'Struwwelpeter'
42A59|spauracchio; baubau, orco, uomo nero
42AA19|sterilità; donna sterile - AA - uomo sterile
42AA190|'Sterilità' (Ripa) - AA - uomo sterile
42AA191|desiderio di avere bambini - AA - uomo sterile
42AA192|metodi per indurre il concepimento e combattere la sterilità - AA - uomo sterile
42AA213|il nuovo nato mostrato al padre - AA - il nuovo nato mostrato alla madre
42AA36|madre che gioca con il piccolo (lo coccola, lo vezzeggia, canticchia) - AA - una persona, diversa dalla madre, che gioca con il piccolo
42AA361|cullare, dondolare il piccolo - AA - una persona, diversa dalla madre, che gioca con il piccolo
42AA362|cantare ninne-nanne - AA - una persona, diversa dalla madre, che gioca con il piccolo
42AA46|prendersi cura di bambini - AA - bambini si prendono cura di bambini
42AA461|prendersi cura di bambini da parte dei genitori - AA - bambini si prendono cura di bambini
42AA462|baby-sitter - AA - bambini si prendono cura di bambini
42AA5|bambino/a (in casa) - AA - bambina, ragazza
42AA50|'Pueritia' (Ripa) - AA - bambina, ragazza
42AA51|bambino/a ai primi passi - AA - bambina, ragazza
42AA511|imparare a camminare, i primi passi - AA - bambina, ragazza
42AA5111|gattonare (bambino/a impara a camminare) - AA - bambina, ragazza
42AA5112|strumenti per imparare a camminare, girello - AA - bambina, ragazza
42AA5113|protezioni per il capo (~ imparare a camminare) - AA - bambina, ragazza
42AA512|imparare a parlare - AA - bambina, ragazza
42AA52|bimbo che gioca, che si diverte - AA - bambina, ragazza
42AA53|cura e igiene dei bambini - AA - bambina, ragazza
42AA54|cattive abitudini - AA - bambina, ragazza
42AA541|mordersi le unghie - AA - bambina, ragazza
42AA542|succhiare il pollice - AA - bambina, ragazza
42AA55|sofferenze dell'infanzia - AA - bambina, ragazza
42AA551|conforto alle sofferenze dell'infanzia - AA - bambina, ragazza
42AA552|bambino/a che fugge - AA - bambina, ragazza
42AA5521|ricerca e ritrovamento di un bambino/a fuggito - AA - bambina, ragazza
42AA553|ritorno di un bambino fuggito - AA - bambina, ragazza
42AA56|crescita - AA - bambina, ragazza
42AA561|misurare il bambino - AA - bambina, ragazza
42AA562|bambino che perde i denti da latte - AA - bambina, ragazza
42AA57|compiti eseguiti da bambini - AA - bambina, ragazza
42AA571|bambino che fa commissioni - AA - bambina, ragazza
42AA58|'Struwwelpeter' - AA - bambina, ragazza
42AA59|spauracchio; baubau, orco, uomo nero - AA - bambina, ragazza
42B|genitori con i propri figli
42B1|amore dei genitori
42B11|amore paterno
42B111|padre con figlio/figli (amore paterno)
42B112|padre con figlia/figlie (amore paterno)
42B113|padre con figlio/figli e figlia/figlie (amore paterno)
42B12|amore materno
42B121|madre con figlio/figli (amore materno)
42B122|madre con figlia/figlie (amore materno)
42B123|madre con figlio/figli e figlia/figlie (amore materno)
42B2|mancanza di amore dei genitori
42B20|'Oblivione d'amore verso i figliuoli' (Ripa)
42B21|disconoscere un bambino/a
42B22|genitori adottivi
42B221|patrigno
42B222|matrigna
42B29|uccidere un bambino/a (mancanza di amore dei genitori)
42B3|trovatello/a (e adozione)
42B31|abbandonare, esporre un bambino/a
42B311|bambino strappato alla madre
42B312|sostituzione, sostituzione furtiva di un bambino (neonato) con un altro
42B32|trovare un bambino abbandonato
42B321|adozione (di un bambino/a)
42B3210|'Adottione' (Ripa)
42B322|legittimazione (di un bambino/a)
42B33|il trovatello o il bambino adottato e i suoi genitori adottivi
42B34|il trovatello o il bambino adottato in cerca dei propri genitori
42B35|il riconoscimento (del trovatello da parte dei genitori)
42B351|segni di riconoscimento, mezzi di identificazione (di trovatelli)
42B36|figlio illegittimo
42B361|indagine sulla paternità
42B362|madre non sposata
42B4|amore filiale, 'Pietas filiorum'
42B40|'Pietà de figlioli verso il padre' (Ripa)
42B41|Pero allatta Cimone ('Carità romana')
42B42|figlia allatta la vecchia madre (variazione della 'Carità romana')
42B43|soccorrere, portare in salvo i genitori (in particolare, portandoli sulle spalle)
42B5|assenza di amore filiale
42B51|genitori poveri, figli ricchi (assenza di amore filiale)
42B52|storia della gualdrappa (assenza di amore filiale)
42B53|colpire il cadavere del padre: due eredi rivali sono indotti da un giudice a tirare una freccia al cadavere; il falso erede non esita a farlo, mentre il vero, sapendo che avrebbe colpito suo padre, rifiuta
42B54|parricidio, uccidere un genitore
42B541|uccidere il proprio padre
42B542|uccidere la propria madre
42B6|orfani
42B61|tutore
42B610|'Tutela' (Ripa)
42B7|vita familiare
