2|natura
31AA46321|cicatrice - AA - figura umana femminile
31AA4633|malattie o infermità della testa o di parti della testa - AA - figura umana femminile
31AA46331|mal di testa - AA - figura umana femminile
31AA46332|raffreddore (malattia) - AA - figura umana femminile
31AA463321|starnutire - AA - figura umana femminile
31AA463322|tossire - AA - figura umana femminile
31AA46333|mal di denti - AA - figura umana femminile
31AA4634|tumori - AA - figura umana femminile
31AA46341|tumori esterni, visibili - AA - figura umana femminile
31AA46342|tumori interni - AA - figura umana femminile
31AA464|disturbi emotivi, alienazione mentale, pazzia - AA - figura umana femminile
31AA4640|Pazzia - AA - figura umana femminile
31AA4641|possessione, essere invasato (da demoni) - AA - figura umana femminile
31AA4642|mania, ossessione - AA - figura umana femminile
31AA46421|ossessione contagiosa - AA - figura umana femminile
31AA464211|mania del ballo, ballo di San Vito - AA - figura umana femminile
31AA469|salute - AA - figura umana femminile
31AA4690|Salute, 'Sanitas'; 'Sanitas' (Ripa) - AA - figura umana femminile
31AA5|cura del corpo, igiene - AA - figura umana femminile
31AA51|far toletta - AA - far toletta, delle donne
31AA511|specchio - AA - far toletta, delle donne
31AA5111|guardarsi allo specchio; (forse: contemplare la propria bellezza - AA - far toletta, delle donne)
31AA51111|riflettersi; immagine riflessa (in uno specchio) - AA - far toletta, delle donne
31AA511111|distorsione - AA - far toletta, delle donne
31AA5112|abbellimento magico - AA - far toletta, delle donne
31AA512|indossare gioielli - AA - far toletta, delle donne
31AA513|truccare, truccarsi - AA - far toletta, delle donne
31AA514|usare essenze, profumi, olii, ecc. - AA - far toletta, delle donne
31AA5141|essenze - AA - far toletta, delle donne
31AA5141(...)|essenze (col NOME) - AA - far toletta, delle donne
31AA5142|profumi - AA - far toletta, delle donne
31AA5142(...)|profumi (col NOME) - AA - far toletta, delle donne
31AA5143|olii - AA - far toletta, delle donne
31AA5144|cipria ~ far toletta - AA - far toletta, delle donne
31AA5145|strumenti ~ far toletta - AA - far toletta, delle donne
31AA5145(...)|strumenti ~ far toletta (col NOME) - AA - far toletta, delle donne
31AA51451|pomander, sfera di muschio - AA - far toletta, delle donne
31AA51452|boccetta di profumo - AA - far toletta, delle donne
31AA51453|vaso d'unguento - AA - far toletta, delle donne
31AA51454|scatola per cipria - AA - far toletta, delle donne
31AA51455|rossetto per labbra - AA - far toletta, delle donne
31AA515|pittura del corpo o del volto - AA - far toletta, delle donne
31AA5151|tatuare - AA - far toletta, delle donne
31AA52|cura delle mani e dei piedi - AA - figura umana femminile
31AA521|manicure - AA - figura umana femminile
31AA522|pedicure - AA - figura umana femminile
31AA523|'Spinario', ragazzo che si toglie una spina dal piede - AA - ragazza
31AA53|pettinatura - AA - ~ donne
31AA531|cura dei capelli - AA - ~ donne
31AA5311|pettine, spazzola e altri strumenti (cura dei capelli) - AA - ~ donne
31AA532|tagliare i capelli - AA - ~ donne
31AA5321|parrucchiere - AA - ~ donne
31AA533|stili di pettinature - AA - ~ donne
31AA533(...)|stili di pettinature (col NOME) - AA - ~ donne
31AA5331|parrucca - AA - ~ donne
31AA5332|testa rasata - AA - ~ donne
31AA5333|tonsura - AA - ~ donne
31AA5334|ciocca di capelli - AA - ~ donne
31AA5339|calvizie - AA - ~ donne
31AA534|barba - AA - ~ donne
31AA5341|baffi - AA - ~ donne
31AA5342|basette - AA - ~ donne
31AA5349|barba o baffi finti - AA - ~ donne
31AA535|barbiere, negozio del barbiere - AA - ~ donne
31AA5351|rasoio - AA - ~ donne
31AA5352|catino del barbiere - AA - ~ donne
31AA5353|fare la barba - AA - ~ donne
31AA53531|farsi la barba - AA - ~ donne
31AA539|capelli arruffati - AA - ~ donne
31AA54|lavarsi e bagnarsi - AA - lavarsi e fare il bagno all'aria aperta
31AA541|lavarsi le mani - AA - lavarsi e fare il bagno all'aria aperta
31AA542|lavarsi il viso e la testa - AA - lavarsi e fare il bagno all'aria aperta
31AA5421|lavarsi i denti - AA - lavarsi e fare il bagno all'aria aperta
31AA54211|spazzolino da denti - AA - lavarsi e fare il bagno all'aria aperta
31AA54212|stuzzicadenti - AA - lavarsi e fare il bagno all'aria aperta
31AA543|lavarsi i piedi - AA - lavarsi e fare il bagno all'aria aperta
31AA544|lavare i piedi di un'altra persona - AA - lavarsi e fare il bagno all'aria aperta
31AA545|fare un bagno - AA - lavarsi e fare il bagno all'aria aperta
31AA5451|bagni pubblici - AA - lavarsi e fare il bagno all'aria aperta
31AA5452|semicupio - AA - lavarsi e fare il bagno all'aria aperta
31AA5453|doccia - AA - lavarsi e fare il bagno all'aria aperta
31AA5454|tinozza per il bagno - AA - lavarsi e fare il bagno all'aria aperta
31AA5459|'après le bain' - AA - lavarsi e fare il bagno all'aria aperta
31AA546|articoli da toletta ~ lavarsi e bagnarsi - AA - lavarsi e fare il bagno all'aria aperta
31AA5461|sapone - AA - lavarsi e fare il bagno all'aria aperta
31AA54611|bolla di sapone - AA - lavarsi e fare il bagno all'aria aperta
31AA5462|spazzola, spugna, ecc. (articoli da toletta) - AA - lavarsi e fare il bagno all'aria aperta
31AA5463|asciugamano - AA - lavarsi e fare il bagno all'aria aperta
31AA5464|accappatoio, vestaglia - AA - lavarsi e fare il bagno all'aria aperta
31AA549|asciugare, essere asciugato - AA - lavarsi e fare il bagno all'aria aperta
31AA55|vestire e spogliare - AA - figura umana femminile
31AA551|vestirsi - AA - figura umana femminile
31AA5511|allacciare un corsetto - AA - figura umana femminile
31AA552|spogliarsi - AA - figura umana femminile
31AA553|calzare (allacciare) o togliere (slacciare) sandali o scarpe - AA - figura umana femminile
31AA5531|mettere o togliere calze - AA - figura umana femminile
31AA554|vestire un'altra persona - AA - figura umana femminile
31AA5541|svestire, spogliare un'altra persona - AA - figura umana femminile
31AA559|persona parzialmente vestita - AA - figura umana femminile
31AA5591|négligé - AA - figura umana femminile
31AA56|servitore - AA - cameriera
31AA57|togliere insetti dal corpo - AA - figura umana femminile
31AA571|'cure materne', spidocchiare - AA - figura umana femminile
31AA572|cercare pulci, spulciare - AA - figura umana femminile
31AA58|body-building - AA - figura umana femminile
31AA6|bisogni fisici - AA - figura umana femminile
31AA61|minzione - AA - figura umana femminile
31AA611|vaso da notte - AA - figura umana femminile
31AA62|defecazione - AA - figura umana femminile
31AA621|flatulenza - AA - figura umana femminile
31AA622|digestione - AA - figura umana femminile
31AA6220|'Digestione' (Ripa) - AA - figura umana femminile
31AA63|vomitare - AA - figura umana femminile
31AA631|singhiozzo - AA - figura umana femminile
31AA64|soffiarsi il naso - AA - figura umana femminile
31AA65|sputare - AA - figura umana femminile
31AA651|sputo, saliva - AA - figura umana femminile
31AA66|sudore, traspirazione - AA - figura umana femminile
31AA8|il corpo visto come una macchina - AA - figura umana femminile
31AA9|modi presunti di guarire o migliorare parti del corpo - AA - figura umana femminile
31B|mente, spirito
31B0|rappresentazioni simboliche, allegorie ed emblemi ~ mente, spirito
31B1|dormire; incoscienza
31B10|'Sonno' (Ripa)
31B11|dormire a letto
31B12|dormire sulla sedia
31B13|dormire in terra
31B14|sbadigliare
31B15|stirarsi ~ dormire
31B16|andare a dormire
31B161|andare a letto
31B162|siesta, sonnellino pomeridiano
31B17|svegliarsi
31B171|alzarsi dal letto
31B18|stato di incoscienza
31B181|svenire
31B19|riposare
31B2|visione
31B21|visione in trance o estasi
31B3|sogno
31B31|incubo
31B32|sonnambulo
31B33|sogno profetico
31B34|interpretare un sogno
31B4|ipnosi e suggestione
31B5|mente sotto l'effetto di alcolici, droghe o stimolanti
31B51|intossicazione
31B52|ubriachezza
31B520|'Ubriachezza' (Ripa)
31B521|ubriacone
31B522|rissa tra ubriachi (di solito contadini in una locanda)
31B53|tossicodipendenza
31B531|alcolismo
31B59|sobrietà; 'Sobrietà', 'Astinenza' (Ripa)
31B591|temperanza, astinenza dall'alcool
31B6|morfologia dell'espressione umana
31B61|morfologia dell'espressione umana in generale
31B62|morfologia dell'espressione del volto
31B621|morfologia dell'espressione del volto ~ occhi
31B6211|sguardo in alto
31B6212|sguardo in basso
31B6213|sguardo volto di lato
31B6214|piangere
31B62141|lacrime
31B6215|sopracciglia aggrottate
31B6216|sopracciglia alzate, inarcate
31B6217|occhi chiusi
31B62171|un solo occhio chiuso, fare l'occhietto
31B622|morfologia dell'espressione del volto ~ naso
31B6221|arricciare il naso
31B6222|tapparsi il naso
31B6223|allargare le narici
31B623|morfologia dell'espressione del volto ~ bocca
31B6231|labbra serrate
31B62311|labbra serrate come per dare un bacio
31B62312|fischiare o sibilare
31B62313|sorridere
31B6232|bocca leggermente aperta
31B62321|ridere
31B623210|'Riso' (Ripa)
31B62322|fare smorfie, storcere la bocca
31B62323|tirar fuori la lingua
31B6233|bocca spalancata
31B62331|bocca spalancata, denti serrati
31B6234|masticare
31B62341|mordere
31B6235|parlare
31B62350|voce
31B62351|urlare, gridare
31B62352|sussurrare
31B62359|stare in silenzio
31B623591|porre un dito sulle labbra, 'Silentium'; 'Silentio' (Ripa)
31B623592|benda legata sulla bocca
31B624|morfologia dell'espressione del volto ~ guance
31B6241|guance gonfie, tonde
31B6242|guance incavate
31B625|morfologia dell'espressione del volto ~ fronte
31B6251|fronte corrugata
31B626|morfologia dell'espressione del volto ~ parte superiore della testa
31B6261|capelli dritti
31B6262|strapparsi i capelli
31B6263|grattarsi la testa
31B7|saggio
31B71|genio
31B710|'Genio' (Ripa)
31B8|stolto, credulone, sciocco
31B81|modi presunti di curare i creduloni (folklore)
31B811|radere (modi presunti di curare i creduloni)
31B812|cuocere la testa, p.es. dal fornaio di Eeclo (teste temporaneamente rimpiazzate da cavoli)
31B813|purgare (modi presunti di curare i creduloni)
31B814|versare del fluido nel corpo, con un imbuto
31B9|i saggi contro gli stolti
31BB1|dormire; incoscienza - BB - dormire all'aperto
31BB10|'Sonno' (Ripa) - BB - dormire all'aperto
31BB11|dormire a letto - BB - dormire all'aperto
31BB12|dormire sulla sedia - BB - dormire all'aperto
31BB13|dormire in terra - BB - dormire all'aperto
31BB14|sbadigliare - BB - dormire all'aperto
31BB15|stirarsi ~ dormire - BB - dormire all'aperto
31BB16|andare a dormire - BB - dormire all'aperto
31BB161|andare a letto - BB - dormire all'aperto
31BB162|siesta, sonnellino pomeridiano - BB - dormire all'aperto
31BB17|svegliarsi - BB - dormire all'aperto
31BB171|alzarsi dal letto - BB - dormire all'aperto
31BB18|stato di incoscienza - BB - dormire all'aperto
31BB181|svenire - BB - dormire all'aperto
31BB19|riposare - BB - dormire all'aperto
31C|spirito (o anima) contro il corpo
31D|la vita umana e le sue età (giovane, adulto, vecchio, ecc.)
31D1|le età dell'uomo
31D11|primi anni ~ età dell'uomo
31D110|Infanzia (alleg.)
31D111|infante, neonato (di sesso non definito) ~ età dell'uomo
31D1111|infante di sesso maschile
31D1112|infante di sesso femminile
31D112|bambino
31D1120|Fanciullezza (alleg.)
31D1121|bimbo, bambino ai primi passi (di sesso non definito) ~ età dell'uomo
31D11211|bimbo ai primi passi
31D11212|bimba ai primi passi
31D1122|bambino, tra fanciullezza e giovinezza (di sesso non definito)
31D11221|ragazzo (bambino tra fanciullezza e giovinezza)
31D112210|Adolescenza (maschile) (alleg.)
31D11222|ragazza (bambina tra fanciullezza e giovinezza)
31D112220|Adolescenza (femminile) (alleg.)
31D1129|bambino filosofico ~ alchimia
31D12|giovane, adolescente
31D120|Giovinezza, Adolescenza, 'Iuventus'; 'Adolescenza', 'Gioventù' (Ripa)
31D13|giovane, vergine, l'età più bella
31D130|Giovinezza (femminile)
31D14|uomo adulto
31D140|Età adulta, maggiore età; 'Virilità' (Ripa)
31D15|donna adulta
31D150|il sesso femminile; femminilità
31D16|vecchio, anziano
31D160|Anzianità, 'Senectus'; 'Vecchiezza' (Ripa)
31D161|'beau vieillard'
31D162|brutto vecchio
31D17|vecchia
31D171|bella vecchia, 'belle vieille'
31D172|brutta vecchia, megera
31D2|la vita umana divisa in fasi
31D2(...)|la vita umana divisa in fasi, p.es. tre, quattro, sette, dodici fasi (col NUMERO)
31D21|le età dell'uomo rappresentate da una scala
31D21(...)|le età dell'uomo rapprsentate da una scala (col NUMERO dei gradini)
31D3|la vita umana divisa in decadi
31D30|0-10 anni
31D31|10-20 anni
31D32|20-30 anni
31D33|30-40 anni
31D34|40-50 anni
31D35|50-60 anni
31D36|60-70 anni
31D37|70-80 anni
31D38|80-90 anni
31D39|90-100 anni
31D4|compleanno
31D4(...)|compleanno (col NUMERO di anni)
31D41|età
31D41(...)|età (col NUMERO di anni)
31D5|giovinezza contro vecchiaia; giovane e vecchio
31D51|bambini che si comportano come adulti
31D52|adulti che si comportano come bambini
31D6|ringiovanimento
31D61|fontana della giovinezza, 'Fontaine de Jouvence'
31D62|ringiovanimento per mezzo del fuoco o della bollitura
31D7|invecchiamento innaturale
31D71|'paidogeron', ovvero bambino o giovane con barba o altri segni di anzianità
31D8|nome di persona
31D81|onomastico
31D82|nome proprio, l'individuo e il suo nome
31D83|pseudonimo
31D84|soprannome
31D85|dare o ricevere un nome
31D9|arco della vita
31D90|'Età in generale' (Ripa)
31D91|vita lunga
31D910|'Vita longa' (Ripa)
31D92|vita breve
31D920|'Velocità della vita umana', 'Vita breve' (Ripa)
31DD3|la vita umana divisa in decadi - DD - decadi oltre i 100 anni
31DD30|0-10 anni - DD - decadi oltre i 100 anni
31DD31|10-20 anni - DD - decadi oltre i 100 anni
31DD32|20-30 anni - DD - decadi oltre i 100 anni
31DD33|30-40 anni - DD - decadi oltre i 100 anni
31DD34|40-50 anni - DD - decadi oltre i 100 anni
31DD35|50-60 anni - DD - decadi oltre i 100 anni
31DD36|60-70 anni - DD - decadi oltre i 100 anni
31DD37|70-80 anni - DD - decadi oltre i 100 anni
31DD38|80-90 anni - DD - decadi oltre i 100 anni
31DD39|90-100 anni - DD - decadi oltre i 100 anni
31E|morte dell'essere umano
31E1|morire
31E11|sistemazione degli affari ~ morire
31E111|fare testamento
31E112|riunione di parenti ~ persona che sta morendo
31E113|ultime parole, ultime volontà espresse oralmente, testamento noncupativo
31E12|letto di morte
31E121|morte con fede (morte in pace) contro morte senza fede (paura della morte)
31E122|morire in pace, morte felice
31E1221|eutanasia, esser causa di una morte facile
31E123|morte combattuta, morte inquieta; paura della morte
31E13|'Ars moriendi'
31E14|morte a età diverse
31E141|nato morto
31E142|morte di un bambino
31E143|morte di una persona giovane
31E144|morte di una persona adulta
31E15|andare in Cielo senza morire, assunzione
31E2|cause di morte
31E21|morte naturale
31E211|morte per vecchiaia
31E212|morte per malattia
31E213|'morte improvvisa'
31E22|morte provocata da un incidente (morte non violenta)
31E221|morte accidentale ~ acqua
31E2211|morte per annegamento (non violenta)
31E2212|annegato
31E222|morte accidentale ~ temperatura
31E2221|morte accidentale per calore
31E22211|morte accidentale ~ fuoco
31E2222|morte accidentale ~ freddo
31E223|morte accidentale ~ cause interne
31E2231|morte accidentale ~ fame
31E2232|morte accidentale ~ sete
31E2233|morte accidentale ~ mancanza d'aria, asfissia
31E2234|morte accidentale ~ veleno
31E224|morte accidentale per caduta di oggetti
31E225|morte in seguito a una caduta
31E228|morte dovuta a cause legate all'ambiente naturale, in particolare catastrofi naturali
31E229|morte causata dagli effetti indesiderati delle attività umane, nel traffico, nel lavoro, ecc.
31E23|morte violenta, omicidio; maltrattamento; cercare la morte
31E231|morte violenta ~ elementi
31E2311|morte violenta ~ acqua
31E23111|annegamento, 'camminare sull'asse' (morte violenta ~ acqua)
31E231111|punire con un giro di chiglia
31E23112|stillicidio (morte violenta ~ acqua)
31E2312|morte violenta ~ fuoco
31E23121|morte violenta sul rogo; sulla pira
31E231211|morte violenta bruciando sulla graticola
31E23122|morte violenta per tortura su parti del corpo con il fuoco
31E231221|morte violenta per bollitura
31E23123|morte violenta per fulminamento, elettroesecuzione
31E231231|morte violenta sulla sedia elettrica
31E2313|morte violenta ~ terra
31E23131|sepolto vivo (morte violenta)
31E231311|interamente sepolto (morte violenta)
31E231312|parzialmente sepolto
31E23132|murato vivo (morte violenta)
31E2314|morte violenta ~ aria
31E23141|mancanza d'aria, soffocamento
31E23142|morte violenta per intossicazione da gas; asfissia
31E23143|morte violenta ~ esalazioni velenose
31E232|morte violenta ~ temperatura
31E2321|morte violenta per calore (piombo fuso, carbone ardente, ecc.)
31E2322|morte violenta per freddo
31E23221|morte violenta per congelamento
31E233|morte violenta ~ cause interne
31E2331|morte violenta per inedia
31E23319|morte violenta per superalimentazione, nutrizione forzata
31E2332|morte violenta per sete
31E2333|morte violenta per veleno
31E23331|morte violenta per veleno nel cibo
31E23332|morte violenta per veleno nelle bevande
31E233321|morte violenta per coppa avvelenata
31E23333|morte violenta per morso o puntura di un animale velenoso
31E233331|morte violenta per morso di un serpente
31E23334|morte violenta per oggetto avvelenato
31E23335|morte violenta per iniezione di veleno
31E234|morte violenta per colpi, calci, punture o colpi di oggetti appuntiti, ecc.
31E2341|morte violenta ~ lancio di oggetti pesanti
31E23411|morte violenta per lapidazione
31E2342|morte violenta per colpo alla testa
31E23421|morte violenta per colpo alla testa con un oggetto
31E23422|morte violenta per colpo alla testa con un proiettile
31E23423|morte violenta per colpo alla testa con la mano
31E2343|morte violenta per colpi in altre parti del corpo
31E23431|morte violenta per fustigazione
31E2344|morte violenta per raschiamento
31E2345|morte violenta per punture, colpi di oggetti appuntiti
31E23451|morte violenta in una botte con chiodi infilati attraverso le pareti
31E2346|morte violenta per armi bianche
31E23461|morte violenta per freccia/e
31E23462|morte violenta per lancia
31E23463|morte violenta per armi da colpo e da botta
31E234631|morte violenta per spada
31E234632|morte violenta per pugnale, coltello
31E2347|morte violenta per armi da fuoco
31E23471|morte violenta per bomba, bomba a mano
31E23472|morte violenta per fucilata
31E2348|morte violenta ~ essere gettati giù (da una certa altezza), in un pozzo
31E23481|morte violenta ~ essere gettati in un trabocchetto
31E235|morte violenta ~ maltrattamento, tortura
31E2351|morte violenta per stirare
31E2352|morte violenta per piegare, curvare
31E2353|morte violenta per essere legati in posizione innaturale
31E23531|morte violenta sulla ruota
31E23532|morte violenta per essere legato a un veicolo o a un animale
31E2354|morte violenta per strangolamento
31E23541|morte violenta per schiacciamento
31E2355|morte violenta per impiccagione
31E2356|morte violenta per crocifissione
31E23561|morte violenta per crocifissione in posizione eretta
31E23562|morte violenta per crocifissione capovolti, a testa in giù
31E23563|morte violenta per crocifissione su una croce a X (di Sant'Andrea
31E236|morte violenta per mutilazione o menomazione
31E2361|morte violenta per frattura di ossa
31E2362|morte violenta per amputare, tagliare, segare, strappare parti del corpo
31E23621|morte violenta per decapitazione
31E236211|morte violenta ~ decapitazione sulla ghigliottina
31E236212|corpo senza testa di una persona decapitata
31E236219|testa di una persona decapitata
31E2362191|testa di una persona decapitata su un piatto
31E2362192|testa di una persona decapitata su un palo o un altro sostegno
31E2362193|maltrattamenti della testa di un decapitato
31E23622|morte violenta per strappo della lingua
31E23623|morte violenta per sventramento, svisceramento, estirpazione degli intestini
31E23624|morte violenta per squartamento
31E23625|morte violenta per accecamento
31E2363|morte violenta per scorticare
31E2364|morte violenta per svenare
31E2365|morte violenta per gettare alle belve
31E237|morte violenta per cause psicologiche
31E238|cercare la morte, suicidio
31E2381|autosacrificarsi, morte in nome di uno scopo superiore
31E2382|suicidio per disperazione
31E3|cadavere
31E31|certificato di morte, autopsia, esame post-mortem
31E311|esalazione dell'ultimo respiro, confermata ponendo una piuma o uno specchio sotto il naso
31E32|morte apparente
31E321|(tentativo di) rianimazione, p.es. con la respirazione artificiale
31E33|decomposizione (di cadavere)
31E331|cadavere preservato per cause naturali
31E3311|il minatore di Falun
31E3312|mummificazione naturale
31E34|trovare una persona morta
31E4|riportare alla vita
31E5|vita contro morte
31E51|incontro tra i (tre) vivi e i (tre) morti
31E52|'Et in Arcadia ego'
31EE22|morte provocata da un incidente (morte non violenta) - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE221|morte accidentale ~ acqua - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE2211|morte per annegamento (non violenta) - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE2212|annegato - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE222|morte accidentale ~ temperatura - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE2221|morte accidentale per calore - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE22211|morte accidentale ~ fuoco - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE2222|morte accidentale ~ freddo - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE223|morte accidentale ~ cause interne - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE2231|morte accidentale ~ fame - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE2232|morte accidentale ~ sete - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE2233|morte accidentale ~ mancanza d'aria, asfissia - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE2234|morte accidentale ~ veleno - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE224|morte accidentale per caduta di oggetti - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE225|morte in seguito a una caduta - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE228|morte dovuta a cause legate all'ambiente naturale, in particolare catastrofi naturali - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE229|morte causata dagli effetti indesiderati delle attività umane, nel traffico, nel lavoro, ecc. - EE - ferimento provocato da un incidente (non necessariamente causa di morte)
31EE23|morte violenta, omicidio; maltrattamento; cercare la morte - EE - morte non certa; persona ferita
31EE231|morte violenta ~ elementi - EE - morte non certa; persona ferita
31EE2311|morte violenta ~ acqua - EE - morte non certa; persona ferita
31EE23111|annegamento, 'camminare sull'asse' (morte violenta ~ acqua) - EE - morte non certa; persona ferita
31EE231111|punire con un giro di chiglia - EE - morte non certa; persona ferita
31EE23112|stillicidio (morte violenta ~ acqua) - EE - morte non certa; persona ferita
31EE2312|morte violenta ~ fuoco - EE - morte non certa; persona ferita
31EE23121|morte violenta sul rogo; sulla pira - EE - morte non certa; persona ferita
31EE231211|morte violenta bruciando sulla graticola - EE - morte non certa; persona ferita
31EE23122|morte violenta per tortura su parti del corpo con il fuoco - EE - morte non certa; persona ferita
31EE231221|morte violenta per bollitura - EE - morte non certa; persona ferita
31EE23123|morte violenta per fulminamento, elettroesecuzione - EE - morte non certa; persona ferita
31EE231231|morte violenta sulla sedia elettrica - EE - morte non certa; persona ferita
31EE2313|morte violenta ~ terra - EE - morte non certa; persona ferita
31EE23131|sepolto vivo (morte violenta) - EE - morte non certa; persona ferita
31EE231311|interamente sepolto (morte violenta) - EE - morte non certa; persona ferita
31EE231312|parzialmente sepolto - EE - morte non certa; persona ferita
31EE23132|murato vivo (morte violenta) - EE - morte non certa; persona ferita
31EE2314|morte violenta ~ aria - EE - morte non certa; persona ferita
31EE23141|mancanza d'aria, soffocamento - EE - morte non certa; persona ferita
31EE23142|morte violenta per intossicazione da gas; asfissia - EE - morte non certa; persona ferita
31EE23143|morte violenta ~ esalazioni velenose - EE - morte non certa; persona ferita
31EE232|morte violenta ~ temperatura - EE - morte non certa; persona ferita
31EE2321|morte violenta per calore (piombo fuso, carbone ardente, ecc.) - EE - morte non certa; persona ferita
31EE2322|morte violenta per freddo - EE - morte non certa; persona ferita
31EE23221|morte violenta per congelamento - EE - morte non certa; persona ferita
31EE233|morte violenta ~ cause interne - EE - morte non certa; persona ferita
31EE2331|morte violenta per inedia - EE - morte non certa; persona ferita
31EE23319|morte violenta per superalimentazione, nutrizione forzata - EE - morte non certa; persona ferita
31EE2332|morte violenta per sete - EE - morte non certa; persona ferita
31EE2333|morte violenta per veleno - EE - morte non certa; persona ferita
31EE23331|morte violenta per veleno nel cibo - EE - morte non certa; persona ferita
31EE23332|morte violenta per veleno nelle bevande - EE - morte non certa; persona ferita
31EE233321|morte violenta per coppa avvelenata - EE - morte non certa; persona ferita
31EE23333|morte violenta per morso o puntura di un animale velenoso - EE - morte non certa; persona ferita
31EE233331|morte violenta per morso di un serpente - EE - morte non certa; persona ferita
31EE23334|morte violenta per oggetto avvelenato - EE - morte non certa; persona ferita
31EE23335|morte violenta per iniezione di veleno - EE - morte non certa; persona ferita
31EE234|morte violenta per colpi, calci, punture o colpi di oggetti appuntiti, ecc. - EE - morte non certa; persona ferita
31EE2341|morte violenta ~ lancio di oggetti pesanti - EE - morte non certa; persona ferita
31EE23411|morte violenta per lapidazione - EE - morte non certa; persona ferita
31EE2342|morte violenta per colpo alla testa - EE - morte non certa; persona ferita
31EE23421|morte violenta per colpo alla testa con un oggetto - EE - morte non certa; persona ferita
31EE23422|morte violenta per colpo alla testa con un proiettile - EE - morte non certa; persona ferita
31EE23423|morte violenta per colpo alla testa con la mano - EE - morte non certa; persona ferita
31EE2343|morte violenta per colpi in altre parti del corpo - EE - morte non certa; persona ferita
31EE23431|morte violenta per fustigazione - EE - morte non certa; persona ferita
31EE2344|morte violenta per raschiamento - EE - morte non certa; persona ferita
31EE2345|morte violenta per punture, colpi di oggetti appuntiti - EE - morte non certa; persona ferita
31EE23451|morte violenta in una botte con chiodi infilati attraverso le pareti - EE - morte non certa; persona ferita
31EE2346|morte violenta per armi bianche - EE - morte non certa; persona ferita
31EE23461|morte violenta per freccia/e - EE - morte non certa; persona ferita
31EE23462|morte violenta per lancia - EE - morte non certa; persona ferita
31EE23463|morte violenta per armi da colpo e da botta - EE - morte non certa; persona ferita
31EE234631|morte violenta per spada - EE - morte non certa; persona ferita
31EE234632|morte violenta per pugnale, coltello - EE - morte non certa; persona ferita
31EE2347|morte violenta per armi da fuoco - EE - morte non certa; persona ferita
31EE23471|morte violenta per bomba, bomba a mano - EE - morte non certa; persona ferita
31EE23472|morte violenta per fucilata - EE - morte non certa; persona ferita
31EE2348|morte violenta ~ essere gettati giù (da una certa altezza), in un pozzo - EE - morte non certa; persona ferita
31EE23481|morte violenta ~ essere gettati in un trabocchetto - EE - morte non certa; persona ferita
31EE235|morte violenta ~ maltrattamento, tortura - EE - morte non certa; persona ferita
31EE2351|morte violenta per stirare - EE - morte non certa; persona ferita
31EE2352|morte violenta per piegare, curvare - EE - morte non certa; persona ferita
31EE2353|morte violenta per essere legati in posizione innaturale - EE - morte non certa; persona ferita
31EE23531|morte violenta sulla ruota - EE - morte non certa; persona ferita
31EE23532|morte violenta per essere legato a un veicolo o a un animale - EE - morte non certa; persona ferita
31EE2354|morte violenta per strangolamento - EE - morte non certa; persona ferita
31EE23541|morte violenta per schiacciamento - EE - morte non certa; persona ferita
31EE2355|morte violenta per impiccagione - EE - morte non certa; persona ferita
31EE2356|morte violenta per crocifissione - EE - morte non certa; persona ferita
31EE23561|morte violenta per crocifissione in posizione eretta - EE - morte non certa; persona ferita
31EE23562|morte violenta per crocifissione capovolti, a testa in giù - EE - morte non certa; persona ferita
31EE23563|morte violenta per crocifissione su una croce a X (di Sant'Andrea - EE - morte non certa; persona ferita
31EE236|morte violenta per mutilazione o menomazione - EE - morte non certa; persona ferita
31EE2361|morte violenta per frattura di ossa - EE - morte non certa; persona ferita
31EE2362|morte violenta per amputare, tagliare, segare, strappare parti del corpo - EE - morte non certa; persona ferita
31EE23621|morte violenta per decapitazione - EE - morte non certa; persona ferita
31EE236211|morte violenta ~ decapitazione sulla ghigliottina - EE - morte non certa; persona ferita
31EE236212|corpo senza testa di una persona decapitata - EE - morte non certa; persona ferita
31EE236219|testa di una persona decapitata - EE - morte non certa; persona ferita
31EE2362191|testa di una persona decapitata su un piatto - EE - morte non certa; persona ferita
31EE2362192|testa di una persona decapitata su un palo o un altro sostegno - EE - morte non certa; persona ferita
31EE2362193|maltrattamenti della testa di un decapitato - EE - morte non certa; persona ferita
31EE23622|morte violenta per strappo della lingua - EE - morte non certa; persona ferita
