2|Natur
23N33|Darstellungen des September durch andere Konzepte
23N4|Darstellungen der Monate des vierten Jahresviertels durch andere Konzepte
23N41|Darstellungen des Oktober durch andere Konzepte
23N42|Darstellungen des November durch andere Konzepte
23N43|Darstellungen des Dezember durch andere Konzepte
23O|Tierkreis; die zwölf Tierkreiszeichen zusammen dargestellt
23O1|Tierkreiszeichen des Winters
23O11|Capricorn, Steinbock (Tierkreiszeichen des Dezember)
23O12|Aquarius, Wassermann (Tierkreiszeichen des Januar)
23O13|Pisces, Fische (Tierkreiszeichen des Februar)
23O2|Tierkreiszeichen des Frühlings
23O21|Aries, Widder (Tierkreiszeichen des März)
23O22|Taurus, Stier (Tierkreiszeichen des April)
23O23|Gemini, Zwillinge (Tierkreiszeichen des Mai)
23O3|Tierkreiszeichen des Sommers
23O31|Krebs (Tierkreiszeichen des Juni)
23O32|Leo, Löwe (Tierkreiszeichen des Juli)
23O33|Virgo, Jungfrau (Tierkreiszeichen des August)
23O4|Tierkreiszeichen des Herbstes
23O41|Libra, Waage (Tierkreiszeichen des September)
23O42|Scorpio (Tierkreiszeichen des Oktober)
23O43|Sagittarius, Schütze (Tierkreiszeichen des November)
23O5|Tierkreismann; Tierkreis(zeichen) werden mit Teilen des menschlichen Körpers kombiniert
23P|die Wochen
23Q|die Wochentage
23Q1|Sonntag
23Q2|Montag
23Q3|Dienstag
23Q4|Mittwoch
23Q5|Donnerstag
23Q6|Freitag
23Q7|Samstag
23Q8|morgen
23Q81|übermorgen
23Q9|gestern
23R|Tag und Nacht
23R1|der vierundzwanzigstündige Tag, der natürliche Tag
23R10|Ripa: Giorno naturale, Carro del giorno naturale
23R11|der Morgen
23R110|Personifikation des Morgens, Aurora; Ripa: Aurora
23R111|morgendliche Landschaften (manchmal benannt als: Aurora)
23R112|andere Konzepte, die den Morgen darstellen oder symbolisieren
23R113|der Mittag
23R12|der Nachmittag
23R120|Personifikation des Nachmittags; Meridies
23R121|nachmittägliche Landschaft (manchmal benannt als: Meridies)
23R122|andere Konzepte, die den Nachmittag darstellen oder symbolisieren
23R13|der Abend
23R130|Personifikation des Abends; Vesper
23R131|abendliche Landschaft (manchmal benannt als: Vesper)
23R132|andere Konzepte, die den Abend darstellen oder symbolisieren
23R14|die Nacht
23R140|Personifikation der Nacht; Ripa: Nox; Notte, Carro della notte, Serenità della notte
23R141|Landschaften, die die Nacht darstellen oder symbolisieren (manchmal benannt als: Nox)
23R142|andere Konzepte, die die Nacht darstellen oder symbolisieren
23R2|der Tag vom Sonnenaufgang bis zum Sonnenuntergang
23R20|Ripa: Giorno artificiale, Carro del giorno artificiale, Serenità del giorno, ninfa dell'aria
23R3|die vierundzwanzig Stunden von Tag und Nacht
23R31|die ersten zwölf Stunden des Tags
23R310|Ripa: Hore del giorno (Hora prima, Hora seconda, Hora terza, Hora quarta, Hora quinta, Hora sesta, Hora settima, Hora ottava, Hora nona, Hora decima, Hora undecima, Hora duodecima)
23R32|die letzten zwölf Stunden des Tages
23R320|Ripa: Hore della notte (Hora prima, Hora seconda, Hora terza, Hora quarta, Hora quinta, Hora sesta, Hora settima, Hora ottava, Hora nona, Hora decima, Hora undecima, Hora duodecima)
23S|die Weltreiche
23S1|die vier Weltreiche (Babylon, Persien, Griechenland, Rom)
23S11|Babylon (als eines der vier Weltreiche)
23S12|Persien (als eines der vier Weltreiche)
23S13|Griechenland (als eines der vier Weltreiche)
23S14|Rom (als eines der vier Weltreiche)
23S2|die Weltreiche gemäß der biblischen Einteilung
23S21|die Weltreiche werden von einer monumentalen Statue aus unterschiedlichen Materialien symbolisiert (Daniel 2)
23S22|die Weltreiche werden von vier Tieren symbolisiert (Daniel 7)
23S3|andere Einteilungen der Geschichte in verschiedene Weltreiche
23T|historische Epochen
23T1|Einteilung der Weltgeschichte in sieben Epochen (Weltzeitalter) von Adam bis zum Weltende
23T11|das Weltzeitalter von Adam bis zu Noah (Weltgeschichte)
23T12|das Weltzeitalter von Noah bis zu Abraham oder Moses (Weltgeschichte)
23T13|das Weltzeitalter von Abraham oder Moses bis zu David (Weltgeschichte)
23T14|das Weltzeitalter von David bis zur babylonischen Gefangenschaft (Weltgeschichte)
23T15|das Weltzeitalter von der babylonischen Gefangenschaft bis zur Ankunft Christi (Weltgeschichte)
23T16|das Weltzeitalter von Christus bis zum Ende der Welt
23T17|das Weltzeitalter von Christus bis zum Ende der Welt (ewiger Sabbat)
23T2|moderne Epocheneinteilungen der Geschichte
23T21|die Vorgeschichte (als historische Epoche)
23T22|das Altertum, die Antike (als historische Epoche)
23T23|die klassische Antike (als historische Epoche)
23T24|das dunkle Zeitalter; dark ages (als historische Epoche)
23T25|die mittelalterliche Geschichte, das Mittelalter (als historische Epoche)
23T26|die Renaissance (als historische Epoche des 16. Jahrhunderts)
23T27|moderne Epocheneinteilungen der Geschichte (nach Jahrhunderten)
23T27(...)|moderne Epocheneinteilungen der Geschichte: nach Jahrhunderten (mit der Nummer des Jahrhunderts in römischen Ziffern)
23U|Zeitrechnung, Chronologie
23U1|Kalender, Almanach
23U11|der immerwährende Kalender
23U2|(Instrumente zur) Zeitmessung
23U20|Ripa: Horografia
23U21|Sonnenuhr
23U22|Sanduhr
23U23|Wasseruhr
23U24|Uhr
23U241|Uhrmacher
23U25|Armbanduhr, Taschenuhr
24|Himmel(sgewölbe), Firmament (die Himmelskörper)
240|allegorische Darstellung des Himmels(gewölbes) bzw. der Himmelskörper
24A|die Sonne als Himmelskörper
24A1|Sonnenaufgang
24A11|Morgendämmerung
24A110|Ripa: Crepuscolo della matina
24A2|Sonnenuntergang
24A21|Abenddämmerung
24A210|Ripa: Crepuscolo della sera
24A3|Sonnenfinsternis
24A31|totale Sonnenfinsternis mit Korona
24A4|Mitternachtssonne
24A5|physikalische Aspekte der Sonne
24A51|Sonnenflecken
24A52|seltene Sonnenphänomene: Parhelion oder Nebensonne, Flecken auf dem Lichthof (Halo) der Sonne
24A6|die Sonne als Gesicht, Rad etc. dargestellt
24A7|Positionen der Sonne
24A71|Sommersonnenwende
24A710|Ripa: Solstitio estivo
24A72|Äquinoktium bzw. Tagundnachtgleiche im Herbst
24A720|Ripa: Equinottio dell'autunno
24A73|Wintersonnenwende
24A730|Ripa: Solstitio hiemale
24A74|Äqinoktium bzw. Tagundnachtgleiche im Frühling
24A740|Ripa: Equinottio della primavera
24A8|Sonnenlicht
24A81|Sonnenstrahlen
24B|der Mond als Himmelskörper
24B1|zunehmender Mond; in dieser Form: )
24B11|Darstellung des zunehmenden Mondes als Gesicht
24B2|Vollmond
24B21|Darstellung des Vollmondes als Gesicht
24B3|abnehmender Mond; in dieser Form: (
24B31|Darstellung des abnehmenden Mondes als Gesicht
24B4|Mondfinsternis
24B5|Mondoberfläche
24B6|Mondlicht
24B61|Mondstrahlen
24B62|(das Schwärmen bei der) Betrachtung des Mondes
24B7|Mondaufgang
24B8|Monduntergang
24C|Planeten (außer der Erde)
24C1|Planeten, Sonnensystem
24C11|Ceres (als Planetoid)
24C12|Jupiter (als Planet)
24C13|Mars (als Planet)
24C14|Merkur (als Planet)
24C15|Neptun (als Planet)
24C16|Pluto (als Planet)
24C17|Saturn (als Planet)
24C18|Uranus (als Planet)
24C19|Venus (als Planet)
24C191|der Morgenstern (Venus)
24C192|der Abendstern (Venus oder ein anderer Planet)
24C2|die von den Planeten (einschließlich Sonne und Mond) beeinflußte Menschheit; sogenannte Planetenkinder
24C21|(Personifikationen der) Planeten mit ihren Kindern; sogenannte Planetenkinder
24C211|Saturn und seine Kinder (Planetenkinder)
24C212|Jupiter und seine Kinder (Planetenkinder)
24C213|Mars und seine Kinder (Planetenkinder)
24C214|Sol und seine Kinder (Planetenkinder)
24C215|Venus und ihre Kinder (Planetenkinder)
24C216|Merkur und seine Kinder (Planetenkinder)
24C217|Luna und ihre Kinder (Planetenkinder)
24C22|(Personifikationen der) Planeten mit ihren Kindern; sogenannte Planetenkinder; die von entsprechenden Tierkreiszeichen begleitet werden
24C221|Saturn und seine Kinder (Planetenkinder) in Verbindung mit den Tierkreiszeichen Wassermann und Steinbock
24C222|Jupiter und seine Kinder (Planetenkinder) in Verbindung mit den Tierkreiszeichen Fische und Schütze
24C223|Mars und seine Kinder (Planetenkinder) in Verbindung mit den Tierkreiszeichen Widder und Skorpion
24C224|Sol und seine Kinder (Planetenkinder) in Verbindung mit dem Tierkreiszeichen Löwe
24C225|Venus und ihre Kinder (Planetenkinder) in Verbindung mit den Tierkreiszeichen Stier und Waage
24C226|Merkur und seine Kinder (Planetenkinder) in Verbindung mit den Tierkreiszeichen Zwillinge und Jungfrau
24C227|Luna und ihre Kinder (Planetenkinder) in Verbindung mit dem Tierkreiszeichen Krebs
24C3|Gruppe von Planeten als symbolische Vertreter von Metallen
24C31|die Sonne als Vertreterin des Goldes
24C32|der Mond als Vertreter des Silbers
24C33|Merkur als Vertreter des Quecksilbers
24C34|Venus als Vertreterin des Kupfers
24C35|Mars als Vertreter des Eisens
24C36|Jupiter als Vertreter des Zinns
24C37|Saturn als Vertreter des Bleis
24C39|andere Planeten als Vertreter von Metallen
24C39(...)|andere Planeten als Vertreter von Metallen (mit NAMEN)
24C39(URANUS)|Uranus als Vertreter des Platins
24D|Sterne
24D0|allegorische oder symbolische Darstellungen der Sterne
24D1|Sterne und Sternbilder
24D1(...)|Sterne und Sternbilder (mit NAMEN)
24D1(ORION)|Sterne und Sternbilder: Orion
24D1(POLARIS)|Sterne und Sternbilder: Polaris, Polarstern
24D1(SIRIUS)|Sterne und Sternbilder: Sirius
24D11|Ehrung einer Person, indem man einen Stern oder ein Sternbild nach ihr benennt
24D2|Galaxien
24D21|Milchstraße
24D211|Entstehung der Milchstraße (Juno stillt Herkules)
24D4|andere Galaxien oder Sonnensysteme
24D4(...)|andere Galaxien oder Sonnensysteme (mit NAMEN)
24E|astronomische Phänomene
24E1|Komet
24E10|Ripa: Cometa, ninfa dell'aria
24E2|Meteor
24E3|Meteoriten
24F|Firmament, Himmel
24F1|Betrachtung des Firmaments
24F2|Sterne am Firmament
24G|Himmelssphären
24G1|Empyreum
25|die Erde, die Welt als Himmelskörper
250|Ripa: Mondo, Machina del mondo
25A|Landkarten, Atlanten
25A1|Weltkarte
25A11|quadratische oder kreisförmige Landkarte, die alte Vorstellungen über die Gestalt der Welt verkörpert
25A111|Nabel der Welt, Omphalus (auf einer Landkarte oder in einem Atlas)
25A1111|Landkarte mit Jerusalem als Erdmittelpunkt
25A1112|Landkarte mit Delphi als Omphalus
25A12|moderne Projektionen von Weltkarten
25A13|Globus
25A131|Globus in Form eines Ikosaeders (Zwanzigflächners)
25A14|die vier Himmelsrichtungen
25A141|Norden (als eine der vier Himmelsrichtungen)
25A1410|Ripa: Settentrione
25A142|Osten (als eine der vier Himmelsrichtungen)
25A1420|Ripa: Oriente
25A1421|Ostung, Ausrichtung nach Osten
25A143|Süden (als eine der vier Himmelsrichtungen)
25A1430|Ripa: Mezzodi
25A144|Westen (als eine der vier Himmelsrichtungen)
25A1440|Ripa: Occidente
25A15|Breiten- und Längengrade
25A151|(geographische) Breite, Breitengrad
25A1511|Äquator
25A1512|Wendekreise
25A152|(geographische) Länge, Längengrad
25A1521|Meridian
25A2|Landkarten der Kontinente und der Polargebiete
25A21|(Landkarte von) Europa
25A22|(Landkarte von) Asien
25A23|(Landkarte von) Eurasien
25A24|(Landkarte von) Afrika
25A25|(Landkarte von) Amerika
25A251|(Landkarte von) Nordamerika
25A252|(Landkarte von) Südamerika
25A26|(Landkarte von) Australien
25A27|(Landkarte der) Polargebiete
25A271|(Landkarte vom) Nordpol
25A272|(Landkarte vom) Südpol
25A3|Landkarten verschiedener Länder oder Regionen
25A3(...)|Landkarten verschiedener Länder oder Regionen (mit NAMEN)
25A4|Stadtpläne
25A4(...)|Stadtpläne (mit NAMEN)
25A5|Seekarten
25A9|Kartographie, Herstellung von Landkarten
25A90|Ripa: Corografia, Geografia, Hidrografia
25A91|Geodäsie, Landvermessung
25A910|Ripa: Altimetria
25A911|Instrumente in der Geodäsie, Vermessungsinstrumente
25A911(...)|Instrumente in der Geodäsie, Vermessungsinstrumente (mit NAMEN)
25A9111|Jakobsstab (Vermessungsinstrument)
25B|allegorische Darstellung der Kontinente
25B1|allegorische Darstellung Europas; Ripa: Europa
25B2|allegorische Darstellung Asiens; Ripa: Asia
25B3|allegorische Darstellung Afrikas; Ripa: Africa
25B4|allegorische Darstellung Amerikas; Ripa: America
25B5|allegorische Darstellung Australiens
25B6|allegorische Darstellungen der Polargebiete
25B61|allegorische Darstellung des Nordpols
25B62|allegorische Darstellung des Südpols
25C|geologische Phänomene
25C1|Vulkanismus
25C11|Ausbruch (eines Vulkans)
25C111|Lavastrom
25C112|Aschewolke
25C12|Vulkan
25C13|heiße Quelle, Geysir
25C14|Rauch, Schwefel
25C15|Erdbeben
25C150|Ripa: Terremoto
25C151|die Auswirkungen eines Erdbeben
25C16|Entstehung von Gebirgsketten etc.
25C17|Entstehung von Inseln
25C19|erloschener Vulkan
25C191|vulkanische Formationen
25C192|erkaltete Lava
25C2|Erdmagnetismus
25C21|Kompaß
25C211|Kompaßrose
25D|Gesteinsarten, Mineralien und Metalle; Bodenarten
25D1|Gesteinsarten
25D11|Edel- und Halbedelsteine
25D11(...)|Edel- und Halbedelsteine (mit NAMEN)
25D11(ALMANDINE)|Edel- und Halbedelsteine: Karfunkel
25D11(AMETHYST)|Edel- und Halbedelsteine: Amethyst
25D11(CHALCEDONY)|Edel- und Halbedelsteine: Chalcedon
25D11(CHRYSOBERYL)|Edel- und Halbedelsteine: Chrysoberyll
25D11(CHRYSOLITE)|Edel- und Halbedelsteine: Chrysolith
25D11(CHRYSOPRASE)|Edel- und Halbedelsteine: Chrysopras
25D11(DIAMOND)|Edel- und Halbedelsteine: Diamant
25D11(EMERALD)|Edel- und Halbedelsteine: Smaragd
25D11(JASPER)|Edel- und Halbedelsteine: Jaspis
25D11(ROCK-CRYSTAL)|Edel- und Halbedelsteine: Bergkristall
25D11(RUBY)|Edel- und Halbedelsteine: Rubin
25D11(SAPPHIRE)|Edel- und Halbedelsteine: Saphir
25D11(TOPAZ)|Edel- und Halbedelsteine: Topas
25D11(TURQUOISE)|Edel- und Halbedelsteine: Türkis
25D12|sonstige Gesteinsarten
25D12(...)|sonstige Gesteinsarten (mit NAMEN)
25D12(CHALK)|sonstige Gesteinsarten: Kreide
25D12(FLINT)|sonstige Gesteinsarten: Feuerstein
25D12(MARBLE)|sonstige Gesteinsarten: Marmor
25D12(PUMICE)|sonstige Gesteinsarten: Bimsstein
25D13|Mineralien und Metalle
25D13(...)|Mineralien und Metalle (mit NAMEN)
25D13(BITUMEN)|Mineralien und Metalle: Bitumen
25D13(COPPER)|Mineralien und Metalle: Kupfer
25D13(GOLD)|Mineralien und Metalle: Gold
25D13(IRON)|Mineralien und Metalle: Eisen
25D13(LEAD)|Mineralien und Metalle: Blei
25D13(MAGNETITE)|Mineralien und Metalle: Magnetit
25D13(MERCURY)|Mineralien und Metalle: Quecksilber
25D13(PLATINUM)|Mineralien und Metalle: Platin
25D13(SILVER)|Mineralien und Metalle: Silber
25D13(SULPHUR)|Mineralien und Metalle: Schwefel
25D13(TIN)|Mineralien und Metalle: Zinn
25D14|Gesteine pflanzlichen oder tierischen Ursprungs
25D141|Anthrazit, Anthrazitkohle
25D142|Lignit, Braunkohle
25D143|Bernstein (fossiler Harz)
25D15|Kristalle
25D2|Bodenformen
25D21|Erde (als Bodenform)
25D211|Humus (als Bodenform)
25D22|Kies (als Bodenform)
25D23|Sand (als Bodenform)
25D24|Tonerde (als Bodenform)
25D241|Lehm (als Bodenform)
25D242|Löß (als Bodenform)
25D25|Torf (als Bodenform)
25D26|Schlamm (als Bodenform)
25D29|Staub (als Bodenform)
25D3|Bergbau
25D31|Mine, Bergwerk
25D311|Tagebau
25D312|Schächte und Stollen (eines Bergwerks)
25D32|Bergarbeiter, Grubenarbeiter
25D321|Prospektor, Schürfer
25D33|oberirdische Strukturen und Umgebung eines Bergwerks
25D34|Steinbruch
25D35|Verhüttung und Gewinnung von Erzen; Hochofen
25D4|Flüssigkeiten und Gase, die aus der Erde gewonnen werden
25D41|Mineralwasser
25D411|Heilquelle
25D42|andere Flüssigkeiten (ausgenommen Öl)
25D42(...)|andere Flüssigkeiten (ausgenommen Öl) (mit NAMEN)
25D421|Quelle (Flüssigkeiten, die aus der Erde gewonnen werden)
25D43|Öl; Ölraffinerie
25D431|nach Öl bohren
25D4311|Bohrturm
25D4312|Bohrinsel
25D432|Öl pumpen
25D4321|(sprudelnde) Ölquelle
25D433|Transport von Öl
25D4331|Pipeline (zum Transport von Öl)
25D434|Ölraffinerie
25D435|Öltanks
25D44|Asphalt
25D45|Erdgas
25D451|Kohlegas
25D4511|Gaswerk
25D4512|Gasflasche, Gaskessel
25D5|Bewegungen, Veränderungen in geologischen Schichten
25E|geologisch-chronologische Einteilung; historische Geologie; Erdzeitalter, Periode
25E(...)|geologisch-chronologische Einteilung; historische Geologie; Erdzeitalter, Periode (mit dem NAMEN der geologischen Epoche)
25E(BIG BANG)|geologisch-chronologische Einteilung; Erdzeitalter, Periode: Urknall
25E(CENOZOIC)|geologisch-chronologische Einteilung; Erdzeitalter, Periode: Känozoikum
25E(PALEOZOIC)|geologisch-chronologische Einteilung; Erdzeitalter, Periode: Paläozoikum
25E(TERTIARY)|geologisch-chronologische Einteilung; Erdzeitalter, Periode: Tertiär
25F|Tiere
25F1|Gruppen verschiedener Tiere
25F2|Säugetiere
25F21|Gruppen verschiedener Säugetiere
25F22|Affen
25F22(...)|Affen (mit NAMEN)
25F22(BABOON)|Affen: Pavian
25F23|Raubtiere
25F23(...)|Raubtiere (mit NAMEN)
25F23(BADGER)|Raubtiere: Dachs
25F23(BEAR)|Raubtiere: Bär
25F23(CHEETAH)|Raubtiere: Gepard
25F23(ERMINE)|Raubtiere: Hermelin
25F23(FERRET)|Raubtiere: Frettchen
25F23(FOX)|Raubtiere: Fuchs
25F23(HYENA)|Raubtiere: Hyäne
25F23(ICHNEUMON)|Raubtiere: Ichneumon, Mungo
25F23(LEOPARD)|Raubtiere: Leopard
25F23(LION)|Raubtiere: Löwe
25F23(LYNX)|Raubtiere: Luchs
25F23(MANGOUSTE)|Raubtiere: Kusimanse (Schleichkatze)
25F23(MARTEN)|Raubtiere: Marder
25F23(OTTER)|Raubtiere: Otter
25F23(PANTHER)|Raubtiere: Panther
25F23(POLAR BEAR)|Raubtiere: Polarbär
25F23(SABLE)|Raubtiere: Zobel
