4|Gesellschaft, Zivilisation, Kultur
46C231|Schleppschiffahrt; ins Schlepptau genommenes Schiff
46C232|Ruderboot, Kanu etc.
46C2321|mit dem Gesicht nach vorne rudern; das Ruder schieben
46C2322|mit dem Gesicht nach hinten rudern; das Ruder ziehen
46C23221|Triere, Galeere
46C2323|rudern, durch Skullen fortbewegen
46C23231|Gondel
46C2324|Paddeln, Kanufahren
46C2325|Staken (im Wasser)
46C233|Boot oder Wasserfahrzeug, das von (einem) Fabeltier(en) gezogen wird
46C24|Segelschiff, Segelboot
46C24(...)|Segelschiff, Segelboot (mit NAME des Typs)
46C241|Takelage eines Segelschiffs
46C2411|Bestandteile der Takelage eines Segelschiffs
46C2411(...)|Bestandteile der Takelage eines Segelschiffs (mit NAMEN)
46C24111|Segel
46C24112|Strickleiter
46C25|Dampfschiff, Motorschiff
46C251|Schaufelraddampfer
46C252|Unterseeboot
46C253|Taucherglocke, Tiefseetaucherglocke
46C254|Eisbrecher
46C255|Schlepper, Schubschiff
46C256|Frachtschiff
46C2561|Motorschiff
46C257|Passagierschiff
46C26|Dampfsegler
46C261|Motorsegler
46C27|Besatzung und Passagiere (Schiff)
46C271|Besatzung (eines Schiffes)
46C2711|Seemann
46C2711(...)|Seemann (mit NAMEN des Rangs)
46C2711(SAILOR)|Seemann: Matrose
46C2712|Disziplin und Strafmaßnahmen (an Bord)
46C2713|Seemann bzw. Matrose auf Landurlaub
46C2719|Meuterei auf einem Schiff
46C272|Passagiere (auf einem Schiff)
46C273|Festlichkeit an Bord
46C2731|Festlichkeit an Bord beim Überqueren des Äquators (Neptun)
46C279|blinder Passagier (auf einem Schiff)
46C28|Navigation und das Manövrieren eines Schiffes
46C280|Ripa: Navigatione
46C281|Signalgebung (Navigation)
46C2811|Sturmsignal (Navigation)
46C282|Positionsbestimmung auf offener See; nautische Instrumente
46C2821|Positionsbestimmung mit Hilfe der Sterne oder der Sonne
46C2822|Quadrant, Sextant, Oktant (nautische Instrumente)
46C2823|Astrolabium
46C283|Leuchtfeuer
46C2831|Leuchtturm, Feuerschiff, Leuchtschiff
46C2832|Glockenboje, Rettungsboje
46C2833|Lichtboje
46C284|sondieren, ausloten
46C285|ein Schiff manövrieren
46C2851|auf der Brücke (beim Manövrieren)
46C2852|am Steuer (beim Manövrieren)
46C2853|Lotsenboot
46C2854|Ausschau aus dem Ausguck (Krähennest) halten
46C286|ein Schiff über eine Sandbank manövrieren
46C2861|Rollbrücke (niederländisch: overtoom)
46C2862|Kamel (eine Vorrichtung, die dazu dient, Schiffe zu heben und über Untiefen zu bringen)
46C289|Geisterschiff
46C2891|Fliegender Holländer (Geisterschiff)
46C29|Schiffahrtsunfall; Krankheit und Tod auf See
46C291|Schiffbruch; Schiffswrack
46C292|Ertrinkender, Schiffbrüchiger
46C2921|Rettungsboot
46C2922|Floß
46C2923|über Bord fallen
46C29231|über Bord geworfen werden
46C293|Seenotrettungsdienst
46C2931|eine Person vor dem Ertrinken retten
46C2932|Rettungsgürtel, Rettungsboje
46C294|gestrandetes Schiffswrack
46C2941|ein Wrack bergen
46C295|Schiffe zu einem Wrack locken
46C2951|Strandläufer, Strandräuber
46C296|Seekrankheit
46C297|Seebestattung
46C298|Schaden (an einem Schiff)
46C3|Luftverkehr, Luftfahrt
46C31|auf oder mit Hilfe von Tieren fliegen
46C32|auf oder mit Hilfe von Gegenständen fliegen
46C33|mit Eigenantrieb fliegen
46C34|Ballon (für die Luftfahrt)
46C35|Luftschiff, Zeppelin
46C36|Flugzeug
46C361|Bestandteile, Beiwerk eines Flugzeugs
46C3611|Bestandteile eines Flugzeugs
46C3611(...)|Bestandteile eines Flugzeugs
46C362|Insassen ~ Luftfahrt
46C3621|Besatzung ~ Luftfahrt
46C36211|Flugzeugbesatzung
46C362111|Pilot
46C36212|Flugbegleitpersonal
46C362121|Stewardess, Steward
46C36213|Bodenpersonal ~ Luftfahrt
46C3622|Fluggäste
46C37|andere Luftfahrzeuge
46C371|Helikopter, Hubschrauber
46C372|Tragschrauber
46C373|Luftkissenfahrzeug
46C38|Flugplatz, Flughafen
46C381|Ausstattung, Gebäude (Flugplatz, Flughafen)
46C3811|Tower (Flughafen)
46C3812|Flugzeughalle
46C39|Flugzeugabsturz, Flugzeugunglück
46C4|Weltraumfahrt, Verkehr im Weltall, interplanetarischer Verkehr
46C41|Rakete (Raumfahrt)
46C42|Raumfahrzeug, Raumkapsel, Raumstation
46C43|Astronaut, Kosmonaut
46C49|UFO, Fliegende Untertasse
46C491|außerirdische Wesen
46C5|Reisen; Tourismus
46C51|Abschnitte einer Reise
46C511|Reisevorbereitungen
46C512|Abreise
46C5121|zum Abschied winken (bei der Abreise)
46C513|Reisender unterwegs
46C5131|nach dem Weg fragen
46C5132|eine Landkarte studieren
46C5133|trampen
46C5134|ein Reisender wird von Straßenräubern überfallen
46C5135|ein Reisender ruht sich im Freien aus
46C5136|Gepäckträger
46C514|Ankunft und Rückkehr (Reisen)
46C5141|ein Reisender wird bei seiner Ankunft begrüßt
46C519|verlorengehen; seinen Weg verloren haben, sich verirren
46C52|Hotel, Gasthof
46C521|Hotelrezeption, Empfangstisch
46C522|Hotelzimmer, Zimmer im Gasthof
46C53|Wanderer
46C54|Tourismus
46C541|Ausflug, Vergnügungsreise
46C542|Kulturreise
46C5421|Besichtigungen, Sightseeing
46C54211|grand tour
46C5422|Reise (mit Führung)
46C54221|Reiseleiter (Reise mit Führung)
46C5423|Reiseführer (Buch)
46C543|Weltreise, z.B.: Kreuzfahrt
46C55|Reisegepäck
46C551|Koffer, Handkoffer
46C552|Rucksack
46C56|Souvenir (Tourismus)
46C57|fiktive Reise, Reise in eine andere Welt, accès à un autre monde
46CC21|Schiffe (generell) - CC - mehr als ein Schiff
46CC211|Schiffswerft, Schiffsdock - CC - mehr als ein Schiff
46CC212|reparieren, kalfatern, kielholen (Schiff) - CC - mehr als ein Schiff
46CC2121|Trockendock, Schwimmdock - CC - mehr als ein Schiff
46CC213|Schiffsmodell - CC - mehr als ein Schiff
46CC2131|Flaschenschiff - CC - mehr als ein Schiff
46CC214|Porträt eines Schiffes - CC - mehr als ein Schiff
46CC215|Bestandteile des Äußeren eines Schiffes - CC - mehr als ein Schiff
46CC215(...)|Bestandteile des Äußeren eines Schiffes (mit NAMEN) - CC - mehr als ein Schiff
46CC215(ANCHOR)|Bestandteile des Äußeren eines Schiffes: Anker - CC - mehr als ein Schiff
46CC215(BOW)|Bestandteile des Äußeren eines Schiffes: Bug - CC - mehr als ein Schiff
46CC215(FIGURE-HEAD)|Bestandteile des Äußeren eines Schiffes: Bugfigur - CC - mehr als ein Schiff
46CC215(MAST)|Bestandteile des Äußeren eines Schiffes: Mast - CC - mehr als ein Schiff
46CC215(RUDDER)|Bestandteile des Äußeren eines Schiffes: Ruder, Steuer - CC - mehr als ein Schiff
46CC216|Bestandteile des Inneren eines Schiffes - CC - mehr als ein Schiff
46CC216(...)|Bestandteile des Inneren eines Schiffes (mit NAMEN) - CC - mehr als ein Schiff
46CC219|improvisierter und ungewöhnlicher Verkehr auf dem Wasser - CC - mehr als ein Schiff
46D|Presse, Journalismus
46D1|mündliche Verbreitung von Neuigkeiten und Nachrichten; (Stadt-)Ausrufer
46D2|Pamphlete verteilen
46D3|Zeitung, Nachrichtenblatt
46D31|Verkauf von Zeitungen, Zeitungsstand, Kiosk
46D32|Zeitungsjunge, Zeitungsverkäufer
46D33|Lieferung, Zusendung von Zeitungen
46D4|Wochenzeitschrift (bzw. Wochenzeitung), Monatsschrift, Magazin etc.
46D41|Sensationspresse, Boulevardpresse; Zeitungsente, Falschmeldung
46D5|Presseleute
46D51|Redaktion
46D52|Journalist, Reporter
46D53|Pressephotograph
46D54|interviewen, befragen
46E|Post, Telegraph und Telefon; Kommunikationsmittel
46E1|Bote
46E11|Botentasche, Botenkästchen
46E12|Abzeichen eines Boten
46E13|Relais-Depeschendienst, Estafette
46E2|Postwesen
46E21|Postamt
46E211|Briefträger, Postbote
46E212|Postwagen, Postkutsche
46E2121|Etappe (einer Postkutsche)
46E213|Briefkasten
46E22|Postsache
46E221|Brief, Briefumschlag
46E222|Postkarte, Ansichtskarte
46E223|Paket, Päckchen
46E224|Telegramm
46E225|Briefmarke
46E23|Postsachen schicken und erhalten
46E231|Versenden, Packen einer Postsendung
46E232|Postsachen zustellen; Postsachen empfangen
46E2321|gute Nachrichten bzw. eine frohe Botschaft empfangen
46E2322|schlechte Nachrichten empfangen
46E3|Tiere als (Brief-)Boten (Hund, Taube)
46E31|Meldehund, Botenhund
46E32|Brieftaube
46E4|optische Signale
46E41|Signalfahnen
46E411|Fahnen hissen; Fahnen am Mast
46E412|manuelle Flaggensignale
46E42|Semaphor, Signalmast
46E43|Licht, Feuer, Rauch als optische Signale
46E43(...)|Licht, Feuer, Rauch als optische Signale (mit NAMEN)
46E43(ROCKET)|Licht, Feuer, Rauch als optische Signale: Rakete
46E5|akustische Signale
46E51|akustische Signale ohne Hilfsmittel
46E52|akustische Signale, die mit Instrumenten erzeugt werden
46E521|Glocke (akustische Signale)
46E522|Megaphon, Sprachtrichter (akustische Signale)
46E523|Rassel (akustische Signale)
46E524|Sirene (akustische Signale)
46E525|(Triller-)Pfeife (akustische Signale)
46E526|andere Instrumente (akustische Signale)
46E6|elektrische und elektronische (Tele)kommunikationsmittel
46E61|(Morse-)Telegraph
46E610|Telegraph (allegorisch)
46E611|Telex, Fernschreibnetz
46E612|Telegraphenmast, Telephonmast
46E62|Telefon
46E621|öffentliche Telefonzelle
46E622|(anderes) Telefon-Zubehör
46E6221|Fax-Apparat
46E6222|Mobiltelefon, Handy
46E6223|Anrufbeantworter (Telefon-Zubehör)
46E63|Radio, Funkverkehr, Radiosendung
46E631|Funktelegraphie, Funksprechgerät, Walkie-Talkie
46E632|Radio-Sendestudio
46E64|Fernsehen, Fernsehübertragung
46E641|Antenne, Satellitenschüssel
46E6411|Sendemast, Antennenturm, Fernsehturm
46E642|Fernsehstudio
46E65|Phonograph, Plattenspieler, Grammophon; Tonaufzeichnungen oder Video abspielen
46E651|Schallplatte, Compact Disc
46E652|Ausstattung zum Abspielen von Tonaufzeichnungen und Video
46E6521|Ton- oder Video-Abspielgerät
46E653|Zubehör von Ton- und Video-Abspielgeräten
46E6531|Audio-Zubehör
46E65311|Verstärker
46E65312|Lautsprecher
46E653121|Kopfhörer
46E6532|Video-Zubehör
46E65321|Monitor, Bildschirm
46E66|Tonbandgerät, Cassettenrecorder, Videorecorder; Aufnahme
46E661|Tonband, Cassette (für Aufnahmegeräte)
46E662|Aufnahmeausrüstung und Zubehör
46E6621|Mikrophon
46E663|Aufnahmestudio
46E67|Telekommunikationsstrukturen und -anlagen
46E671|Telekommunikationsnetz
46E6711|Computernetzwerk
46E67111|Internet (Computernetz)
46E672|Nachrichtensatellit
46E673|Modem
46E7|Hilfsmittel zur Standortbestimmung
46E71|akustische Hilfsmittel zur Standortbestimmung
46E72|optische Hilfsmittel zur Standortbestimmung
46E73|elektronische Hilfsmittel zur Standortbestimmung
46E731|Radar
46E8|sonstige Kommunikationsmittel
46E81|Kommunikation durch sprechende Statuen (z.B. Marforio und Pasquino in Rom)
47|Gewerbe und Industrie
470|Artes Mechanicae' (Lanificium, Armatura, Navigatio, Agricultura, Venatio, Medicina, Theatrica)
47A|Industrieanlagen
47A1|Industrieanlagen, Fabriken von außen
47A11|Werkstatt
47A12|Fabrikgebäude
47A121|Schornstein
47A122|Hochofen
47A13|industrielle Arbeiten im Freien
47A2|Industrieanlagen von innen (ohne Berücksichtigung der verarbeiteten Materialien und hergestellten Produkte)
47A21|Werkstatt (von innen)
47A211|Werkbank
47A212|Feuer, Ofen, Hochofen (von innen)
47A22|Fabrikinneres, Maschinenraum
47A221|Fließband
47A23|Laboratorium, Forschungslabor
47B|Handwerk und Industriezweige
47B1|Handwerksarbeit; arbeitender Handwerker
47B11|Handwerksarbeit mit Metallen
47B111|Schmied
47B1111|Hufschmied
47B11111|Hufeisen
47B1112|Waffenschmied, Büchsenmacher
47B1113|Schlosser
47B112|Kupferschmied
47B113|Zinngießer, Blechschmied
47B114|Glockengießer
47B115|Münzmeister
47B116|andere Handwerksarbeiten mit Metallen
47B116(...)|andere Handwerksarbeiten mit Metallen (mit NAME des Berufs)
47B12|Handwerksarbeiten mit Edel- und Halbedelsteinen
47B121|Lapidarium
47B122|Diamantschleifer, Diamantschneider
47B13|Handwerksarbeiten mit Stein
47B131|Steinschneider, Steinschleifer
47B132|Steinklopfer
47B14|Handwerksarbeiten mit Ton, Lehm, Sand und Kreide
47B141|Ziegelbrenner
47B142|Kalkbrenner
47B15|Handwerksarbeiten mit Glas
47B151|Glasmacher
47B152|Spiegelmacher
47B153|Brillenmacher, Optiker
47B154|Linsenschleifer
47B155|andere Handwerksarbeiten mit Glas
47B155(...)|andere Handwerksarbeiten mit Glas (mit NAME des Berufs)
47B16|Handwerksarbeiten mit pflanzlichen Materialien
47B161|Handwerksarbeiten mit Holz und Bauholz
47B1611|Zimmermann
47B1612|Säger
47B1613|Holzdrechsler
47B1614|Holzschnitzer
47B1615|andere Handwerksarbeiten mit Holz
47B1615(...)|andere Handwerksarbeiten mit Holz (mit NAME des Berufs)
47B162|Handwerksarbeiten mit anderen pflanzlichen Materialien
47B162(...)|Handwerksarbeiten mit anderen pflanzlichen Materialien (mit NAME des Berufs)
47B17|Handwerksarbeiten mit tierischem Material
47B171|Ledermanufaktur
47B1711|Hautabzieher
47B1712|Gerber
47B1713|Kürschner
47B1714|andere Handwerksarbeiten mit Leder
47B1714(...)|andere Handwerksarbeiten mit Leder (mit NAME des Berufs)
47B172|Handwerksarbeiten mit anderen tierischen Materialien
47B172(...)|Handwerksarbeiten mit anderen tierischen Materialien (mit NAME des Berufs)
47B18|Handwerksarbeiten zur Herstellung von Lebensmitteln, Getränken, Stimulantien etc.
47B181|Handwerksarbeiten zur Herstellung von Lebensmitteln
47B181(...)|Handwerksarbeiten zur Herstellung von Lebensmitteln (mit NAME des Berufs)
47B1811|Bäcker
47B18111|hornblasender Bäcker
47B1812|Zuckerbäcker, Konditor
47B1813|Pastetenbäcker
47B1814|Metzger, Fleischer
47B1815|andere Handwerksarbeiten zur Herstellung von Lebensmitteln
47B182|Handwerksarbeiten zur Herstellung von Getränken
47B1821|Brauer
47B1822|Schnapsbrenner
47B1823|andere Handwerksarbeiten zur Herstellung von Getränken
47B1823(...)|andere Handwerksarbeiten zur Herstellung von Getränken (mit NAME des Berufs)
47B183|Handwerksarbeiten zur Herstellung von Stimulantien
47B19|verschiedene andere Handwerksarbeiten
47B19(...)|verschiedene andere Handwerksarbeiten (mit NAME des Berufs)
47B191|Handwerksarbeiten zur Instandhaltung und Reparatur
47B191(...)|Handwerksarbeiten zur Instandhaltung und Reparatur (mit NAME des Berufs)
47B192|Müller
47B2|Industriezweige
47B21|Metallindustrie
47B211|Eisen- und Stahlindustrie
47B2111|Schwerindustrie
47B212|(Transport-)Maschinenbau
47B22|Industriezweige, die Steine verarbeiten
47B23|Industriezweige, die Ton, Lehm, Sand, Kreide verarbeiten
47B231|Ziegelei
47B232|Kalkwerke
47B233|Zementwerke
47B234|Keramikindustrie
47B235|Glasindustrie
47B24|Industriezweige, die pflanzliche Materialien verarbeiten
47B241|holzverarbeitende Industrie
47B2411|Sägemühle, Sägewerk
47B242|andere Industriezweige, die pflanzliche Materialen verarbeiten
47B25|Industriezweige, die tierische Materialien verarbeiten
47B251|lederverarbeitende Industrie
47B26|Industriezweige, die Lebensmittel, Getränke und Stimulantien herstellen
47B27|chemische Industrie
47B28|Elektroindustrie
47B29|andere Industriezweige
47C|industrielle Verfahrensweisen, Bearbeitung von Materialien
47C1|präparieren, reinigen, sortieren, selektieren (industrielle Verfahrensweisen, Bearbeitung von Materialien)
47C11|Materialien auslegen
47C12|Materialien präparieren
47C121|Materialien durch Erhitzen, Kochen oder Dämpfen präparieren
47C1211|Materialien durch Schmelzen präparieren
47C122|Materialien durch Kühlen präparieren
47C123|Materialien durch Befeuchten präparieren
47C124|Materialien durch Trocknen präparieren
47C125|Materialien präparieren, indem sie geschmeidig gemacht werden
47C13|Reinigung von materialien
47C131|Reinigung von Materialien durch Bleichen
47C132|Reinigung von Materialien durch ein Sandstrahlgebläse
47C14|Materialien sortieren, selektieren
47C141|sieben, durch ein Sieb geben (Materialien sortieren, selektieren)
47C142|unbrauchbare Teile wegblasen (Materialien sortieren, selektieren)
47C149|die aussortierten Teile, der Abfall (eines industriellen Arbeitsganges)
47C1491|die aussortierten Teile sammeln
47C2|verlagern, wegnehmen (industrielle Verfahrensweisen)
47C21|graben (industrielle Verfahrensweisen)
47C211|ausbaggern (industrielle Verfahrensweisen)
47C22|aufhäufen (industrielle Verfahrensweisen)
47C23|ausbreiten (industrielle Verfahrensweisen)
47C24|den Platz oder die Lage wechseln, bewegen, transferieren, transportieren (industrielle Verfahrensweisen)
47C241|Transport in horizontaler Richtung (industrielle Verfahrensweisen)
47C242|Transport in vertikaler Richtung, hochziehen (industrielle Verfahrensweisen)
47C243|andere Formen des Transports von Gütern (industrielle Verfahrensweisen)
47C2431|schieben (industrielle Verfahrensweisen)
47C2432|ziehen (industrielle Verfahrensweisen)
47C2433|rollen (industrielle Verfahrensweisen)
47C2434|werfen (industrielle Verfahrensweisen)
47C3|teilen, aufteilen (industrielle Verfahrensweisen)
47C31|schneiden (industrielle Verfahrensweisen)
47C311|hacken (industrielle Verfahrensweisen)
47C312|spalten, aufspalten (industrielle Verfahrensweisen)
47C32|klammern, stampfen, schlagen (industrielle Verfahrensweisen)
47C33|sägen (industrielle Verfahrensweisen)
47C34|ziselieren, meißeln (industrielle Verfahrensweisen)
47C35|hobeln, feilen, schleifen, schaben, kratzen (industrielle Verfahrensweisen)
47C36|zerkleinern (industrielle Verfahrensweisen)
47C37|mahlen, zermahlen (industrielle Verfahrensweisen)
47C38|zerschlagen, zerquetschen (industrielle Verfahrensweisen)
47C4|verbinden, festmachen, festbinden, zusammenfügen (industrielle Verfahrensweisen)
47C41|festmachen (industrielle Verfahrensweisen)
47C42|festbinden, binden (industrielle Verfahrensweisen)
47C421|verschiedene Formen von Knoten
47C429|auftrennen, entknoten, lösen (industrielle Verfahrensweisen)
47C4291|einen Knoten lösen
47C43|zusammenfügen (industrielle Verfahrensweisen)
47C431|etwas ohne besondere Hilfsmittel zusammenfügen (industrielle Verfahrensweisen)
47C432|nageln (industrielle Verfahrensweisen)
47C4321|dübeln, nieten (industrielle Verfahrensweisen)
47C433|schrauben (Schraube)
47C4331|schrauben (Schraube und Mutter)
47C434|knöpfen
47C435|leimen
47C436|löten (industrielle Verfahrensweisen)
47C437|schweißen (industrielle Verfahrensweisen)
47C44|sonstige Methoden des Verbindens (industrielle Verfahrensweisen)
47C5|glätten, polieren etc. (industrielle Verfahrensweisen)
47C51|glätten, abflachen (industrielle Verfahrensweisen)
47C511|polieren (industrielle Verfahrensweisen)
47C512|glattschleifen (industrielle Verfahrensweisen)
47C52|verdichten (industrielle Verfahrensweisen)
47C521|pressen (industrielle Verfahrensweisen)
47C53|mit einer Rolle bzw. Walze plattwalzen (industrielle Verfahrensweisen)
47C54|zwischen zwei Rollen bzw. Walzen plattwalzen (industrielle Verfahrensweisen)
47C55|schärfen, schleifen (industrielle Verfahrensweisen)
47C56|abstumpfen, stumpf machen (industrielle Verfahrensweisen)
47C57|versteifen (industrielle Verfahrensweisen)
47C59|aufrauhen (industrielle Verfahrensweisen)
47C6|mischen, formen, gießen (industrielle Verfahrensweisen)
47C61|mischen (industrielle Verfahrensweisen)
47C611|gießen (industrielle Verfahrensweisen)
47C6111|(hin)eingießen (industrielle Verfahrensweisen)
47C6112|(her)ausgießen (industrielle Verfahrensweisen)
47C62|(ab)formen, modellieren, herausziehen (industrielle Verfahrensweisen)
47C621|in einer (Hohl-)Form gestalten
47C622|etwas aus einer (Hohl-)Form herausziehen (industrielle Verfahrensweisen)
47C63|gießen, formen (industrielle Verfahrensweisen)
47C7|biegen, falten, formen (industrielle Verfahrensweisen)
47C71|biegen (industrielle Verfahrensweisen)
47C72|falten (industrielle Verfahrensweisen)
47C73|formen (industrielle Verfahrensweisen)
47C731|schmieden (industrielle Verfahrensweisen)
47C732|treiben, bossieren (industrielle Verfahrensweisen)
47C74|die vorgegebene Form haltbar machen (industrielle Verfahrensweisen)
47C8|bohren, durchbohren (industrielle Verfahrensweisen)
47D|Maschinen; Maschinenteile; Werkzeuge und Arbeitsgeräte
47D1|Maschinen in Gewerbe und Industrie
47D2|Maschine, die von menschlicher oder tierischer Arbeitskraft angetrieben wird
47D21|Handmühle
47D22|Tretmühle
47D221|Tretmühle, die von einer horizontalen Vorrichtung angetrieben wird
47D222|Tretmühle, die von einer vertikalen Vorrichtung angetrieben wird
47D3|Maschine, die vom Wind angetrieben wird
47D31|Windmühle
47D311|Segel
47D4|Maschine, die vom Wasser angetrieben wird
47D41|Wassermühle
47D411|Schöpfrad
47D5|Maschine, die mit Dampf angetrieben wird
47D50|Dampfkraft (allegorisch)
47D6|Maschine, die von anderen Energieformen angetrieben wird
47D61|Maschine, die von Verbrennungskraft angetrieben wird
