2|自然
#31EE23334|暴力死亡 by poisoned object - EE - 未明確是否死亡; 受傷的人
#31EE23335|暴力死亡 by poisonous injection - EE - 未明確是否死亡; 受傷的人
#31EE234|暴力死亡 by blows, kicks, pricks, etc. - EE - 未明確是否死亡; 受傷的人
#31EE2341|暴力死亡 ~ throwing of heavy object - EE - 未明確是否死亡; 受傷的人
#31EE23411|暴力死亡 by stoning - EE - 未明確是否死亡; 受傷的人
#31EE2342|暴力死亡 by blow on the head - EE - 未明確是否死亡; 受傷的人
#31EE23421|暴力死亡 by blow on the head with object - EE - 未明確是否死亡; 受傷的人
#31EE23422|暴力死亡 by blow on the head with missile - EE - 未明確是否死亡; 受傷的人
#31EE23423|暴力死亡 by blow on the head with the hand - EE - 未明確是否死亡; 受傷的人
#31EE2343|暴力死亡 by blows elsewhere - EE - 未明確是否死亡; 受傷的人
#31EE23431|暴力死亡 by scourging - EE - 未明確是否死亡; 受傷的人
#31EE2344|暴力死亡 by rasping - EE - 未明確是否死亡; 受傷的人
#31EE2345|暴力死亡 by pricking - EE - 未明確是否死亡; 受傷的人
#31EE23451|暴力死亡 in a barrel with nails driven through the sides - EE - 未明確是否死亡; 受傷的人
#31EE2346|暴力死亡 by weapon - EE - 未明確是否死亡; 受傷的人
#31EE23461|暴力死亡 by arrow(s) - EE - 未明確是否死亡; 受傷的人
#31EE23462|暴力死亡 by lance, spear - EE - 未明確是否死亡; 受傷的人
#31EE23463|暴力死亡 by cleaving and striking weapons - EE - 未明確是否死亡; 受傷的人
#31EE234631|暴力死亡 by sword - EE - 未明確是否死亡; 受傷的人
#31EE234632|暴力死亡 by dagger, knife - EE - 未明確是否死亡; 受傷的人
#31EE2347|暴力死亡 by firearms - EE - 未明確是否死亡; 受傷的人
#31EE23471|暴力死亡 by bomb, hand-grenade - EE - 未明確是否死亡; 受傷的人
#31EE23472|暴力死亡 by fusillade - EE - 未明確是否死亡; 受傷的人
#31EE2348|暴力死亡 ~ being thrown (from a height), being thrown into a pit - EE - 未明確是否死亡; 受傷的人
#31EE23481|暴力死亡 ~ being thrown through a trap-door - EE - 未明確是否死亡; 受傷的人
#31EE235|暴力死亡 ~ maltreatment, torture - EE - 未明確是否死亡; 受傷的人
#31EE2351|暴力死亡 by stretching - EE - 未明確是否死亡; 受傷的人
#31EE2352|暴力死亡 by bending - EE - 未明確是否死亡; 受傷的人
#31EE2353|暴力死亡 by being bound in unusual position - EE - 未明確是否死亡; 受傷的人
#31EE23531|暴力死亡 by breaking on the wheel - EE - 未明確是否死亡; 受傷的人
#31EE23532|暴力死亡 by being bound, tied, behind vehicle or animal - EE - 未明確是否死亡; 受傷的人
#31EE2354|暴力死亡 by strangling - EE - 未明確是否死亡; 受傷的人
#31EE23541|暴力死亡 by pressing - EE - 未明確是否死亡; 受傷的人
#31EE2355|暴力死亡 by hanging - EE - 未明確是否死亡; 受傷的人
#31EE2356|暴力死亡 by crucifixion - EE - 未明確是否死亡; 受傷的人
#31EE23561|暴力死亡 by crucifixion upright - EE - 未明確是否死亡; 受傷的人
#31EE23562|暴力死亡 by crucifixion upside down - EE - 未明確是否死亡; 受傷的人
#31EE23563|暴力死亡 by crucifixion on X-shaped cross - EE - 未明確是否死亡; 受傷的人
#31EE236|暴力死亡 by mutilation or maiming - EE - 未明確是否死亡; 受傷的人
#31EE2361|暴力死亡 by breaking of bones - EE - 未明確是否死亡; 受傷的人
#31EE2362|暴力死亡 by removal of parts of the body by cutting, sawing, tearing - EE - 未明確是否死亡; 受傷的人
#31EE23621|暴力死亡 by beheading - EE - 未明確是否死亡; 受傷的人
#31EE236211|暴力死亡 ~ beheading by guillotine - EE - 未明確是否死亡; 受傷的人
#31EE236212|headless body of a beheaded person - EE - 未明確是否死亡; 受傷的人
#31EE236219|head of a beheaded person - EE - 未明確是否死亡; 受傷的人
#31EE2362191|head of a beheaded person on a plate - EE - 未明確是否死亡; 受傷的人
#31EE2362192|head of a beheaded person on post or pole - EE - 未明確是否死亡; 受傷的人
#31EE2362193|maltreatment of the head of a beheaded person - EE - 未明確是否死亡; 受傷的人
#31EE23622|暴力死亡 by tearing out of tongue - EE - 未明確是否死亡; 受傷的人
#31EE23623|暴力死亡 by disembowelment, pulling out of intestines - EE - 未明確是否死亡; 受傷的人
#31EE23624|暴力死亡 by quartering - EE - 未明確是否死亡; 受傷的人
#31EE23625|暴力死亡 by blinding - EE - 未明確是否死亡; 受傷的人
#31EE2363|暴力死亡 by flaying - EE - 未明確是否死亡; 受傷的人
#31EE2364|暴力死亡 by opening of arteries - EE - 未明確是否死亡; 受傷的人
#31EE2365|暴力死亡 by throwing to the wild animals - EE - 未明確是否死亡; 受傷的人
#31EE237|暴力死亡 by psychological means - EE - 未明確是否死亡; 受傷的人
#31EE238|seeking death, suicide - EE - 未明確是否死亡; 受傷的人
#31EE2381|self-sacrifice, death in the service of a higher purpose - EE - 未明確是否死亡; 受傷的人
#31EE2382|suicide out of despair - EE - 未明確是否死亡; 受傷的人
31F|死神（象徵性的与人格化的）
31F1|死亡的象徵
31F11|死亡之頭, 顱骨 (死亡的象徵)
31F111|顱骨作為危險的符號
31F12|人骨 (死亡的象徵)
31F2|死亡的人格化; 'Morte' (Ripa)
31F21|死亡人格化為兒童
31F22|死亡人格化為青年人
31F23|死亡人格化為男性
31F24|死亡人格化為老年男子
31F25|死亡人格化為 (腐爛的) 屍體
31F26|死亡人格化為骷髏
31F27|死亡人格化為魔鬼一樣的東西
31F3|死亡之舞; 死亡和一個或多個人在一起
31F31|死亡和一個或多個人在一起跳舞
31F31(...)|死亡和一個或多個人在一起跳舞, 人的(數量)
31F32|死亡和一個人跳舞
31F33|死亡與生命或生者搏鬥 
31F331|死亡征服生命或生者
31F34|死亡被征服
31FF2|死亡的人格化; 'Morte' (Ripa) - FF - 死亡人格化為女性
#31FF21|Death as child - FF - 死亡人格化為女性
#31FF22|Death as youth - FF - 死亡人格化為女性
#31FF23|Death as man - FF - 死亡人格化為女性
#31FF24|Death as old man - FF - 死亡人格化為女性
#31FF25|Death as (rotting) corpse - FF - 死亡人格化為女性
#31FF26|Death as skeleton - FF - 死亡人格化為女性
#31FF27|Death as devilish being - FF - 死亡人格化為女性
31G|靈魂
31G1|在世時的靈魂
31G2|死亡之時的靈魂
31G3|死亡之後的靈魂
31G31|靈魂做為一個微小的人形離開肉體
31G311|靈魂被天使送至天國
31G32|靈魂在旅行
31G321|死者之船
31G322|天使引導靈魂升天, 'psychopompos'
31G33|靈魂被審問; 靈魂在審判官面前
31G331|秤量靈魂
31G332|打開生名冊opening of the book of life
31G34|靈魂被判刑; 'Anima dannata' (Ripa)
31G35|天使與魔鬼為靈魂而搏鬥
31G36|靈魂在通往目的地的路上
31G361|魔鬼挾持靈魂而去
31G4|靈魂在永恆之地
32|人的類型；人民和民族
32A|人的類型
32A1|四種氣質; 'Complessione' (Ripa)
32A11|膽汁質
32A110|'Colerico (per il fuoco)' (Ripa)
32A12|多血質
32A120|'Sanguigno (per l'aria)' (Ripa)
32A13|黏液質
32A130|'Flemmatico (per l'acqua)' (Ripa)
32A14|憂鬱質
32A140|'Malenconico (per la terra)', 'Malinconia' (Ripa)
32A141|'Weltschmerz'
32A2|胖和瘦 (人的類型)
32A21|胖(人的類型)
32A210|'Grassezza' (Ripa)
32A211|steatopyge (人的類型)
32A22|瘦(人的類型)
32A3|樂觀者和悲觀者 (人的類型)
32A31|樂觀者
32A32|悲觀者
32A4|人的各種類型
32A41|清心寡慾者
32A42|怯懦者
32A43|貪食者
32A44|吝嗇鬼
32A45|寄生者, 寄生蟲
32A46|遊手好閒的人
32A49|人的其它類型
32A49(...)|人的其它類型 (類型的名稱)
32A5|漫畫(人的類型)
32A6|觀相術
32A61|顱相術
32A62|手相術
32A7|性格 (人的類型)
32A8|激情, 情感, 情意
32B|人種; 種族; 民族
32B1|史前人
32B11|史前人的重構
32B11(...)|史前人的重構 (名稱)
32B12|史前人的生活和文化的重構
32B2|已經滅絕的, '歷史記載的' 人
32B2(...)|已經滅絕的, '歷史記載的' 人 (名稱)
32B2(GAULS)|已經滅絕的, '歷史記載的' 人: 高盧人
32B2(TEUTONS)|已經滅絕的, '歷史記載的' 人: 條頓人
32B3|人種, 種族和民族 (史前人或已經滅絕的人除外)
32B31|白種人和種族
32B311|歐洲人
32B311(...)|歐洲人 (名稱)
32B311(ENGLISHMEN)|歐洲人: 英國人
32B311(GERMANS)|歐洲人: 德國人
32B311(SPANIARDS)|歐洲人: 西班牙人
32B312|非歐洲白種人
32B312(...)|非歐洲白種人 (名稱)
32B312(AMERICANS)|非歐洲白種人: 美國人
32B32|非洲人
32B32(...)|非洲人 (名稱)
32B321|非洲黑人
32B321(...)|非洲黑人 (名稱)
32B3211|非洲黑人
32B33|亞洲人種和種族
32B33(...)|亞洲人種和種族 (名稱)
32B33(INDIANS)|亞洲人種和種族: 印度人
32B33(PERSIANS)|亞洲人種和種族: 波斯人
32B33(TURKS)|亞洲人種和種族: 土耳其人
32B331|蒙古人
32B3311|中國人
32B3312|日本人
32B34|美洲有色人種
32B341|愛斯基摩人
32B342|紅印第安人, 美洲印第安人
32B342(...)|紅印第安人, 美洲印第安人 (名稱)
32B343|中美洲有色人種
32B344|南美洲有色人種
32B345|加勒比海有色人種
32B35|澳大利亞和大洋洲人種
32B35(...)|澳大利亞和大洋洲人種 (名稱)
32B36|原始人種和民族; 原住民
32B37|矮人部落, 俾格米人
32B371|非洲俾格米人
32B371(...)|非洲俾格米人 (名稱)
32B3711|叢林人
32B3712|霍屯督人
32B372|新幾內亞俾格米人
32B38|典型的混血人
32B381|黑白混血兒 (黑人和白人的後裔)
32B382|歐亞混血兒
32B383|梅斯蒂混血兒,梅斯蒂左混血兒, 即西班牙人和南美印第安人的後裔
32B39|(再其它)人種和民族
32B39(...)|(再其它) 人種和民族 (名稱)
32C|人種的科學分類
33|人与人的關係
33A|非攻击性關係
33A1|行禮
33A11|光著頭,脫帽
33A12|握手, 'dextrarum junctio'
33A13|見面
33A131|介紹
33A1311|名片 
33A132|認出
33A14|擁抱, 親吻
33A15|把手放在另一個人的肩上
33A2|告辭
33A21|叫某人不要離開
33A3|拜訪; 歡迎客人; elegant company
33A31|敲門
33A32|祝賀,慶祝
33A33|弔唁
33A34|對一群人講話,演講者
33A341|講故事的人; 聆聽講故事的人
33A35|交談, 交流; 新奇而易於引起話題的繪畫作品
33A350|'Conversatione' (Ripa)
33A39|loose company
33A4|給禮物; 交換禮物
33A41|接受禮物
33A49|拒絕禮物
33A5|朋友
33A51|單方面的友誼 
33A52|把手放在肩膀上 (朋友)
33A53|挽住胳膊 (朋友)
33A54|'album amicorum', 'Stammbuch'
33A58|和解
33A59|糟糕的伴侶
33A6|解救危境中的同伴
33A61|幫助 (解救危境中的同伴)
33A610|'Ajuto', 'Soccorso' (Ripa)
33A62|釋放freeing (危境中的同伴)
33A7|鄰居
33A71|搭檔
33A711|不平等的搭檔
33A8|交替
33A81|替身
33B|攻击性關係
33B1|爭吵, 爭論
33B10|'Lite' (Ripa)
33B11|嘲弄, 侮辱; 取笑
33B111|大拇指按鼻端,其餘四指張開以示輕蔑的手勢
33B12|指責
33B13|誹謗
33B14|威脅性行為, 挑戰
33B2|決鬥
33B3|搏鬥
33B31|拳打
33B32|腳踢
33B33|打耳光
33B4|拐騙
33B41|綁架
33B5|敵人
33B51|對手
33B6|殺害 ~ 攻擊性的關係
33B60|'Homicidio' (Ripa)
33B9|逃亡, 逃走; 追逐
33B90|'Fuga', 'Fuga popolare', 'Persecutione' (Ripa)
33B91|躲藏, 隱藏自己
33C|两性的關係
33C1|女性有害的影響, 'femmes fatales'
33C11|亞里斯多德和菲利斯Phyllis
33C12|維吉爾在吊籃裡
33C121|維吉爾的報復: 男人們點燃蠟燭,燒菲利斯的屁股
33C13|亞里山大和坎迪斯Candace
33C2|戀人; 求愛, 調情
33C21|求愛
33C211|一見鍾情
33C2111|看著心愛的人睡著了
33C212|約會
33C2121|情人和情書
33C213|給心愛的人的小夜曲
33C214|給心愛的人的禮物
33C2141|情人節
33C215|情人頭戴花冠
33C216|獨自一人的情人 (如思念心愛的人)
33C2161|獨自一人的(男性)情人 (如思念心愛的人)
33C2162|獨自一人的(女性)情人 (如思念心愛的人)
33C217|暗戀
33C2171|暗戀被發現
33C218|甦醒的愛情
33C219|不成功的男女情事; 勾引
33C22|情人的約會
33C221|一個情人等待另一個情人
33C222|男人 (情人) 從窗戶進入
33C2221|情人被吊籃吊上去
33C223|情人把約會地鎖起來
33C224|把心形圖案和人名字母的縮寫刻在物體上, 如樹幹上
33C2241|只表現情人刻寫的符號
33C225|離開, (情人的)告別
33C226|約會被干擾, 情人被意外地發現
33C2261|'放風' ~ 情人的約會
33C2262|情人被人窺探
33C227|情人被第三個人撮合到一起
33C229|情人被趕走; 拒絕求愛者
33C2291|從上面倒下夜壺 ~ 把 (討厭的)情人趕走
33C23|一對情人
33C231|挽住胳膊 (情人)
33C232|(情人) 互相親吻
33C2321|吻手 (情人)
33C233|(情人) 互相擁抱, 'symplegma'
33C234|(情人) 互相撫摸
33C2340|'Carezze amatorie' (Ripa)
33C235|情人之間的爭鬥
33C236|情人之間的口角, 爭吵, 生氣
33C239|一段情事的結束
33C29|妒嫉的朋友們; 指責的旁觀者 ~ 一對情人
33C3|單方面求愛; 追求; 困難的選擇
33C31|單方面求愛
33C311|女子在逃跑 (單方面求愛)
33C3111|女子在逃跑, 丟下某物 (服裝, 鞋子, 等等)
33C312|一個情人拋棄女子
33C3121|被拋棄的女子
33C313|一個男子被他拋棄的女子斥責
33C314|男子在逃跑 (單方面求愛)
33C32|一個女子在追求, 求愛
33C321|男人們為追求一個女子而競爭; 為裙子爭鬥trying to get the skirt; 'Rivalità' (Ripa)
33C3211|女人們為追求一個男子而競爭; 為長統襪爭鬥fight for the hose; 'andouille'
33C322|用長棍把戀人從樹上搖下來 
33C3221|扔東西把戀人從樹上搖下來
33C323|愛的徒勞 (第三者成功地介入)
33C3231|接替的第三者
33C33|(困難的)選擇 ~ 求愛
33C331|篩選候選人
33C332|蒙住眼睛選擇 (配偶)
33C333|富有與貧窮之間選擇
33C34|婚姻的運氣
33C341|computerized dating
33C4|性交,同居
33C41|男女同居
33C411|猥褻的場景, 色情
33C412|吮吸陰莖
33C413|舔陰
33C42|處女膜破裂, 破貞 (及其象徵)
33C421|破貞的象徵化
33C4211|'la cruche cassée' (破貞的象徵化)
33C4212|鳥籠被打開 (破貞的象徵化)
33C43|性交以後
33C44|墮落的女子
33C45|性接觸 ~ 兒童
33C451|戀童癖, 成人與兒童之間的性接觸
33C452|兒童之間的性接觸
33C46|手淫
33C47|集體性淫亂
33C48|反常性交, 人與動物之間的性接觸
33C49|強姦
33C491|受害者 ~ 強姦
33C5|妓女
33C51|妓院
33C511|男子被搶劫 (妓院的場景)
33C512|趕走被搶男子 (妓院的場景)
33C52|妓女
33C521|高級妓女, 藝妓
33C5211|'Lais Corinthiaca'
33C53|做淫媒的場面
33C531|老鴇
33C54|鴇母 (妓院的場景)
33C55|(男)妓院老闆,拉皮條者 (妓院的場景)
33C551|fancy-man
33C56|在街上招攬生意 ~ 賣淫
33C561|在窗口招攬生意 ~ 賣淫
33C57|販賣白奴 ~ 賣淫
33C571|販賣兒童 ~ 賣淫
33C6|同性戀
33C61|雞姦, 成年男子與男孩子的性接觸
33C62|sodomy, 男人之間的性接觸
33C7|(性)功能和陽萎
33C71|閹割
33C711|閹人
33C72|春藥,催情藥
33C721|保持性功能的方法
33C729|抑制性慾劑
33C8|好色, 肉慾
33C81|貞潔與喜愛感官享受
33C811|耽於聲色
33C8110|'Libidine', 'Voluttà' (Ripa)
33C812|貞潔
33C8120|'Castità', 'Pudicitia', 'Vergogna honesta' (Ripa)
33C8121|貞潔帶
33C8122|貞潔的證據
33C813|守節
33C82|天國之愛與塵世之愛
33C83|高貴之愛與性愛courtly love versus love
33C84|高貴之愛
33C85|自由性愛
33C851|放蕩,亂交, 自由性愛的幻想世界
33C86|好色之徒
33C861|'唐璜' (好色之徒)
33C862|藍鬍子
33C87|偷窺, 窺淫
33C89|性變態和性偏差; 下流的再現
33C891|虐待狂
33C8911|鞭撻狂 ~ 性變態
33C892|受虐狂
33C893|戀物癖
33C9|愛情: 'Frau Minne'和其它人格化寓言
33C91|愛情的人格化
33C911|'Frau Minne'
33C9111|'Frau Minne' 拉弓射箭
33C9112|'Frau Minne' 接受朝拜holding court
33C912|莫里斯舞, 'Mauriskentanz'
33C92|愛情城堡
33C93|愛情花園, 愛情法庭, 'fête galante'
33C931|'Ars amandi'
33C94|'Ile de Cythère'
33C941|登船前往塞西拉島
33C942|從塞西拉島登船embarkation from Cythera
33C95|愛情的起源; 'Origine d'amore' (Ripa)
33C951|愛情之泉, 'Fons Amoris'
33C96|自我犧牲的愛情
33C97|被愛情折磨的愛人
33C971|苦戀中的愛人
33C99|愛情被征服; 'Amor Domato' (Ripa)
33CC312|女子被情人拋棄 - CC - 男子被情人拋棄
33CC3121|被拋棄的女子 - CC - 被拋棄的男子
#33CC32|pursuit of a woman, prowling - CC - pursuit of a man
#33CC321|rivalry of men for the love of a woman; trying to get the skirt; 'Rivalità' (Ripa) - CC - pursuit of a man
#33CC3211|rivalry of women for the love of a man; fight for the hose; 'andouille' - CC - pursuit of a man
#33CC322|shaking lovers out of a tree, with cudgel - CC - pursuit of a man
#33CC3221|shaking lovers out of a tree, by throwing things - CC - pursuit of a man
#33CC323|Love's labours lost (a third person interfering successfully) - CC - pursuit of a man
#33CC3231|the succeeding third - CC - pursuit of a man
#33CC33|the (difficult) choice ~ courting - CC - women making choice
